timeseries_id,dataset_id,institution
cciea_HD_ESI_VESS_BRK,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_CA_5,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_COS,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_CRS,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_ERK,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_LWC,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_MOS,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_NEW,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_OR_5,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_SB,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_SEA,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_SF,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_SP,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_VEN,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_WA_5,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_ESI_VESS_WPT,cciea_HD_ESI_VESS,NOAA NWFSC/AFSC
cciea_HD_Fish_Dep_AST,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_BELL,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_BOD,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_COOS,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_CRES,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_ELGR,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_EUR,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_FTBR,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_GARI,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_HMB,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_HUEN,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_ILW,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_LA,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_MCK,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_MOSS,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_NB,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_NEWP,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_SB,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_SD,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_SF,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_TOKE,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_TRIN,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_VEN,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_WIN,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Dep_WPT,cciea_HD_Fish_Dep,NOAA NWFSC
cciea_HD_Fish_Eng_ANA,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_AST,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_BDG,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_BEL,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_BRK,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_CSB,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_CSC,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_EKA,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_FLR,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_FTB,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_GBI,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_GRA,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_HFB,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_ILW,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_LAP,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_LAX,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_LKF,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_MLD,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_MRO,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_MRY,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_NPT,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_OLY,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_ORD,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_OXN,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_PHN,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SBA,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SDO,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SEA,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SFO,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SHC,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_SHL,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_TRN,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_VEN,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_WRB,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Eng_WSP,cciea_HD_Fish_Eng,NOAA NWFSC
cciea_HD_Fish_Rel_ALB,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_ARN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_AST,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_AVA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_AVL,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_BCN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_BDG,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_BEA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_BOL,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_CHN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_CLV,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_CPT,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_CSC,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_DIL,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_DMR,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_DNA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_EKA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_FLD,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_FTB,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_GBI,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_GRA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_ILW,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_LAN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_LAP,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_LCN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_LKF,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_LRV,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_MDR,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_MOS,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_NEB,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_NPT,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_ORD,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_PHN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_RDC,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_SBA,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_SHL,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_SUM,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_TAH,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_TIL,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_TOK,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_TOM,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_TRN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_VEN,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_WNB,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_WTP,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_Fish_Rel_YAC,cciea_HD_Fish_Rel,NOAA NWFSC
cciea_HD_NTRIBE_PU,cciea_HD_PU,"NOAA NWFSC, WA Seagrant"
cciea_HD_Soc_Vuln_Indx_AB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_AL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_AN,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_AS,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_AV,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BH,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BO,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BR,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_BV,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_CB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_CC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_CH,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_CL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_DB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_DM,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_DP,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_EG,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_EU,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_FB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_FC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_FL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_GB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_HM,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_IL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_LA,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_LP,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_LR,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_MB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_MD,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_ML,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_MR,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_NB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_NP,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_OL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_OX,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_PA,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_PH,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_PO,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_RC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SD,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SE,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SF,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SH,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_SM,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_TL,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_TM,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_TR,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_TS,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_VN,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_WB,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_WP,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_Soc_Vuln_Indx_YC,cciea_HD_Soc_Vuln_Indx,NOAA NWFSC
cciea_HD_TRIBE_PU,cciea_HD_PU,"NOAA NWFSC, WA Seagrant"
cciea_HMS_ALB_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_ALB_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BE_RO,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BE_RP,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BE_SBO,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BE_SBP,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BF_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BF_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BF_TB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BM_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BM_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_BM_TB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_S_EP_TB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_S_WP_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_S_WP_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_SJ_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_SJ_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_YF_R,cciea_HMS,NOAA SWFSC/FRD
cciea_HMS_YF_SB,cciea_HMS,NOAA SWFSC/FRD
cciea_MM_DOL_BNS,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_DOL_SBK,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_HB_REL,cciea_MM_HB_REL,"Farallon Institute, RREAS surveys"
cciea_MM_POR_DAL,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_pup_count,cciea_MM_pup_count,NOAA AFSC/MML
cciea_MM_pup_gr,cciea_MM_pup_count,NOAA AFSC/MML
cciea_MM_pup_weight,cciea_MM_pup_count,NOAA AFSC/MML
cciea_MM_WHL_BLU,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_WHL_FIN,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_WHL_GRY,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_WHL_HBK,cciea_MM_cetacean,NOAA SWFSC/MMTD
cciea_MM_WHL_KIL,cciea_MM_cetacean,NOAA NWFSC
cciea_OC_ARG1,cciea_OC_ARG,NOAA NWFSC
cciea_OC_ARG2,cciea_OC_ARG,NOAA NWFSC
cciea_OC_BEUTI_33,cciea_OC_BEUTI,NOAA/SWFSC/ERD
cciea_OC_BEUTI_39,cciea_OC_BEUTI,NOAA/SWFSC/ERD
cciea_OC_BEUTI_45,cciea_OC_BEUTI,NOAA/SWFSC/ERD
cciea_OC_CUTI_33,cciea_OC_CUTI,NOAA/SWFSC/ERD
cciea_OC_CUTI_39,cciea_OC_CUTI,NOAA/SWFSC/ERD
cciea_OC_CUTI_45,cciea_OC_CUTI,NOAA/SWFSC/ERD
cciea_OC_DO1,cciea_OC_DO,NOAA NWFSC
cciea_OC_DO2,cciea_OC_DO,NOAA SWFSC
cciea_OC_DO3,cciea_OC_DO,NOAA SWFSC
cciea_OC_DO4,cciea_OC_DO,NOAA SWFSC
cciea_OC_DO5,cciea_OC_DO,NOAA SWFSC
cciea_OC_LUSI_33,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_LUSI_36,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_LUSI_39,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_LUSI_42,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_LUSI_45,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_LUSI_48,cciea_OC_LUSI,NOAA/SWFSC/ERD
cciea_OC_MEI,cciea_OC_MEI,"NOAA, Earth System Research Laboratory (ESRL)"
cciea_OC_MHW_MA,cciea_OC_MHW,NOAA/SWFSC/ERD
cciea_OC_MHW_MI,cciea_OC_MHW,NOAA/SWFSC/ERD
cciea_OC_NOI,cciea_OC_NOI,"NOAA, NMPFS, SWFSC, Environmental Research Division (ERD)"
cciea_OC_NPGO,cciea_OC_NPGO,Georgia Institute of Technology (GT)
cciea_OC_NPH,cciea_OC_NPH,NOAA SWFSC/ERD
cciea_OC_NPH_JAN_FEB,cciea_OC_NPH_JF,NOAA SWFSC/ERD
cciea_OC_ONI,cciea_OC_ONI,"NOAA, Climate Prediction Center (CPC)"
cciea_OC_PDO,cciea_OC_PDO,"University of Washington, Joint Institue for the Study of the Atmosphere and Ocean (JISAO)"
cciea_OC_SL1,cciea_OC_SL1,NOAA NWFSC
cciea_OC_SL2,cciea_OC_SL2,NOAA NWFSC
cciea_OC_SL3,cciea_OC_SL3,NOAA NWFSC
cciea_OC_SST1,cciea_OC_SST1,"NOAA NDBC, NOAA"
cciea_OC_SST2,cciea_OC_SST2,"NOAA NDBC, NOAA"
cciea_OC_SST3,cciea_OC_SST3,"NOAA NDBC, NOAA"
cciea_OC_STI_33,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_STI_36,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_STI_39,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_STI_42,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_STI_45,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_STI_48,cciea_OC_STI,NOAA/SWFSC/ERD
cciea_OC_TUMI_33,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_TUMI_36,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_TUMI_39,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_TUMI_42,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_TUMI_45,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_TUMI_48,cciea_OC_TUMI,NOAA/SWFSC/ERD
cciea_OC_UI1,cciea_OC_UI1,NOAA/SWFSC/ERD
cciea_OC_UI2,cciea_OC_UI2,NOAA/SWFSC/ERD
cciea_OC_UI3,cciea_OC_UI3,NOAA/SWFSC/ERD
cciea_OC_VWND1,cciea_OC_VWND1,"NOAA NDBC, NOAA"
cciea_OC_VWND2,cciea_OC_VWND2,"NOAA NDBC, NOAA"
cciea_OC_VWND3,cciea_OC_VWND3,"NOAA NDBC, NOAA"
cciea_SM_CH_A_CC,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_COC,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_CV_F,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_CV_L,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_CV_S,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_CV_W,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_K_F,cciea_SM_CA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_LC,cciea_SM_ORWA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_S_F,cciea_SM_ORWA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_S_SS,cciea_SM_ORWA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_UC_S,cciea_SM_ORWA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_A_W_S,cciea_SM_ORWA_CH_ABND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_COC,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_K,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_LC,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_S_F,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_S_SS,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_UC_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CAD_W_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_CV_F,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_KF,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_LC,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_S_F,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_S_SS,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_UC_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPG_W_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_COC,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_CV_F,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_KF,cciea_SM_CA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_LC,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_S_F,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_S_SS,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_UC_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CH_CPN_W_S,cciea_SM_ORWA_CH_CND,NOAA NWFSC/SWFSC
cciea_SM_CO_A_CC,cciea_SM_CA_CO_ABND,NOAA NWFSC/SWFSC
cciea_SM_CO_A_COC,cciea_SM_CA_CO_ABND,NOAA NWFSC/SWFSC
cciea_SM_CO_A_LC,cciea_SM_ORWA_CO_ABND,NOAA NWFSC/SWFSC
cciea_SM_CO_A_OC,cciea_SM_ORWA_CO_ABND,NOAA NWFSC/SWFSC
cciea_SM_CO_CPG_LC,cciea_SM_ORWA_CO_CND,NOAA NWFSC/SWFSC
cciea_SM_CO_CPG_OC,cciea_SM_ORWA_CO_CND,NOAA NWFSC/SWFSC
cciea_SM_CO_CPN_LC,cciea_SM_ORWA_CO_CND,NOAA NWFSC/SWFSC
cciea_SM_CO_CPN_OC,cciea_SM_ORWA_CO_CND,NOAA NWFSC/SWFSC
cciea_SM_SYCHK_NC,cciea_EI_FBN,NOAA NWFSC
cciea_SM_YCHK_NC,cciea_EI_FBN,NOAA NWFSC
cciea_SM_YCOHO_NC,cciea_EI_FBN,NOAA NWFSC
