year,index,sd.w,n,SDup,SDlo,se,SEup,SElo,CLup,CLlo,timeseries,metric
1981, 1.88 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1982, 1.92 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1983, 1.82 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1984, 2.03 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1985, 2.03 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1986, 2.09 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1987, 2.26 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1988, 2.20 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1989, 1.86 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1990, 2.05 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1991, 2.14 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1992, 2.24 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1993, 2.21 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1994, 2.26 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1995, 2.07 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1996, 2.02 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1997, 2.12 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1998, 2.14 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1999, 2.00 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2000, 1.99 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2001, 2.03 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2002, 1.90 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2003, 1.85 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2004, 1.93 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2005, 1.88 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2006, 1.88 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2007, 1.90 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2008, 1.81 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2009, 1.88 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2010, 1.83 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2011, 1.76 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2012, 1.78 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2013, 1.69 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2014, 1.76 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2015, 1.74 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2016, 1.71 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2017, 1.67 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
2018, 1.63 ,,,,,,,,,,VESSELS WITH  2018 WA REV>$5K,AVERAGE ESI
1981, 1.84 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1982, 1.77 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1983, 1.80 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1984, 1.87 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1985, 1.80 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1986, 1.87 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1987, 1.98 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1988, 1.91 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1989, 1.80 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1990, 1.87 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1991, 1.97 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1992, 2.09 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1993, 2.12 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1994, 2.05 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1995, 1.98 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1996, 2.05 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1997, 2.14 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1998, 2.07 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1999, 2.00 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2000, 1.97 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2001, 1.99 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2002, 1.94 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2003, 1.95 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2004, 1.91 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2005, 1.91 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2006, 1.86 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2007, 1.92 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2008, 1.84 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2009, 1.85 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2010, 1.83 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2011, 1.82 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2012, 1.83 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2013, 1.70 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2014, 1.74 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2015, 1.78 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2016, 1.70 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2017, 1.67 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
2018, 1.64 ,,,,,,,,,,VESSELS WITH  2018 OR REV>$5K,AVERAGE ESI
1981, 1.85 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1982, 1.77 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1983, 1.85 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1984, 1.80 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1985, 1.77 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1986, 1.77 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1987, 1.82 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1988, 1.85 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1989, 1.74 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1990, 1.78 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1991, 1.79 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1992, 1.77 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1993, 1.78 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1994, 1.78 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1995, 1.74 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1996, 1.71 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1997, 1.80 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1998, 1.69 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1999, 1.71 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2000, 1.73 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2001, 1.78 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2002, 1.68 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2003, 1.63 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2004, 1.60 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2005, 1.59 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2006, 1.53 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2007, 1.61 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2008, 1.47 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2009, 1.49 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2010, 1.51 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2011, 1.52 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2012, 1.54 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2013, 1.50 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2014, 1.54 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2015, 1.59 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2016, 1.45 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2017, 1.47 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
2018, 1.49 ,,,,,,,,,,VESSELS WITH  2018 CA REV>$5K,AVERAGE ESI
1981, 2.13 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1982, 2.12 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1983, 2.01 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1984, 2.20 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1985, 2.07 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1986, 2.10 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1987, 2.12 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1988, 2.25 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1989, 1.90 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1990, 2.09 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1991, 2.16 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1992, 2.11 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1993, 2.16 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1994, 2.17 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1995, 2.08 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1996, 1.95 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1997, 2.00 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1998, 2.02 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1999, 1.89 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2000, 1.96 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2001, 1.99 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2002, 1.92 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2003, 1.87 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2004, 1.88 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2005, 1.87 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2006, 1.89 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2007, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2008, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2009, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2010, 1.90 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2011, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2012, 1.83 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2013, 1.81 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2014, 1.78 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2015, 1.78 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2016, 1.77 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2017, 1.78 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
2018, 1.77 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 2018,AVERAGE ESI
1981, 2.13 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1982, 2.14 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1983, 2.05 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1984, 2.23 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1985, 2.12 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1986, 2.15 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1987, 2.21 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1988, 2.35 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1989, 2.01 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1990, 2.20 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1991, 2.27 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1992, 2.24 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1993, 2.30 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1994, 2.30 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1995, 2.18 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1996, 2.07 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1997, 2.16 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1998, 2.15 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1999, 2.00 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2000, 2.07 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2001, 2.11 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2002, 2.01 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2003, 1.95 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2004, 1.97 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2005, 1.97 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2006, 1.99 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2007, 1.96 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2008, 1.92 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2009, 1.96 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2010, 2.00 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2011, 1.96 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2012, 1.95 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2013, 1.90 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2014, 1.91 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2015, 1.92 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2016, 1.88 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2017, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
2018, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981 AND 2018,AVERAGE ESI
1981, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1982, 1.87 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1983, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1984, 1.97 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1985, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1986, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1987, 1.91 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1988, 2.02 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1989, 1.79 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1990, 1.95 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1991, 1.98 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1992, 1.97 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1993, 2.01 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1994, 2.01 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1995, 1.94 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1996, 1.86 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1997, 1.94 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1998, 1.93 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1999, 1.81 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2000, 1.88 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2001, 1.93 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2002, 1.85 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2003, 1.80 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2004, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2005, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2006, 1.85 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2007, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2008, 1.83 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2009, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2010, 1.89 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2011, 1.85 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2012, 1.85 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2013, 1.80 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2014, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2015, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2016, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2017, 1.82 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
2018, 1.84 ,,,,,,,,,,VESSELS WITH AVERAGE REV>$5K FISHING IN 1981,AVERAGE ESI
1981, 1.30 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1982, 1.24 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1983, 1.34 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1984, 1.42 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1985, 1.34 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1986, 1.28 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1987, 1.32 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1988, 1.23 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1989, 1.33 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1990, 1.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1991, 1.30 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1992, 1.32 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1993, 1.35 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1994, 1.31 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1995, 1.27 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1996, 1.32 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1997, 1.46 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
1998, 1.39 ,,,,,,,,,,VESSELS WITH 2018 WEST COAST REV>$5K AND AVERAGE REV $5K-$25K,AVERAGE ESI
