year,index,metric,series_name,ass_year,CV
1910,0.948041,Depletion,Sablefish,2015,0
1911,0.944676,Depletion,Sablefish,2015,0
1912,0.941071,Depletion,Sablefish,2015,0
1913,0.937221,Depletion,Sablefish,2015,0
1914,0.933127,Depletion,Sablefish,2015,0
1915,0.928789,Depletion,Sablefish,2015,0
1916,0.924216,Depletion,Sablefish,2015,0
1917,0.916644,Depletion,Sablefish,2015,0
1918,0.906562,Depletion,Sablefish,2015,0
1919,0.8932,Depletion,Sablefish,2015,0
1920,0.885415,Depletion,Sablefish,2015,0
1921,0.878942,Depletion,Sablefish,2015,0
1922,0.871286,Depletion,Sablefish,2015,0
1923,0.865719,Depletion,Sablefish,2015,0
1924,0.857451,Depletion,Sablefish,2015,0
1925,0.849087,Depletion,Sablefish,2015,0
1926,0.839996,Depletion,Sablefish,2015,0
1927,0.831989,Depletion,Sablefish,2015,0
1928,0.822415,Depletion,Sablefish,2015,0
1929,0.813817,Depletion,Sablefish,2015,0
1930,0.804831,Depletion,Sablefish,2015,0
1931,0.794936,Depletion,Sablefish,2015,0
1932,0.787959,Depletion,Sablefish,2015,0
1933,0.780528,Depletion,Sablefish,2015,0
1934,0.773225,Depletion,Sablefish,2015,0
1935,0.763972,Depletion,Sablefish,2015,0
1936,0.753019,Depletion,Sablefish,2015,0
1937,0.743731,Depletion,Sablefish,2015,0
1938,0.734569,Depletion,Sablefish,2015,0
1939,0.725885,Depletion,Sablefish,2015,0
1940,0.716135,Depletion,Sablefish,2015,0
1941,0.708199,Depletion,Sablefish,2015,0
1942,0.699959,Depletion,Sablefish,2015,0
1943,0.68873,Depletion,Sablefish,2015,0
1944,0.676145,Depletion,Sablefish,2015,0
1945,0.662977,Depletion,Sablefish,2015,0
1946,0.648609,Depletion,Sablefish,2015,0
1947,0.633966,Depletion,Sablefish,2015,0
1948,0.624199,Depletion,Sablefish,2015,0
1949,0.613445,Depletion,Sablefish,2015,0
1950,0.603909,Depletion,Sablefish,2015,0
1951,0.595479,Depletion,Sablefish,2015,0
1952,0.584296,Depletion,Sablefish,2015,0
1953,0.577058,Depletion,Sablefish,2015,0
1954,0.571525,Depletion,Sablefish,2015,0
1955,0.565232,Depletion,Sablefish,2015,0
1956,0.560402,Depletion,Sablefish,2015,0
1957,0.554642,Depletion,Sablefish,2015,0
1958,0.552086,Depletion,Sablefish,2015,0
1959,0.554907,Depletion,Sablefish,2015,0
1960,0.559104,Depletion,Sablefish,2015,0
1961,0.565251,Depletion,Sablefish,2015,0
1962,0.578482,Depletion,Sablefish,2015,0
1963,0.59517,Depletion,Sablefish,2015,0
1964,0.61918,Depletion,Sablefish,2015,0
1965,0.649035,Depletion,Sablefish,2015,0
1966,0.68655,Depletion,Sablefish,2015,0
1967,0.735007,Depletion,Sablefish,2015,0
1968,0.774276,Depletion,Sablefish,2015,0
1969,0.812672,Depletion,Sablefish,2015,0
1970,0.837091,Depletion,Sablefish,2015,0
1971,0.858808,Depletion,Sablefish,2015,0
1972,0.879232,Depletion,Sablefish,2015,0
1973,0.891169,Depletion,Sablefish,2015,0
1974,0.92585,Depletion,Sablefish,2015,0
1975,0.94553,Depletion,Sablefish,2015,0
1976,0.937947,Depletion,Sablefish,2015,0
1977,0.882302,Depletion,Sablefish,2015,0
1978,0.868759,Depletion,Sablefish,2015,0
1979,0.861955,Depletion,Sablefish,2015,0
1980,0.812271,Depletion,Sablefish,2015,0
1981,0.799479,Depletion,Sablefish,2015,0
1982,0.788962,Depletion,Sablefish,2015,0
1983,0.757404,Depletion,Sablefish,2015,0
1984,0.738137,Depletion,Sablefish,2015,0
1985,0.716877,Depletion,Sablefish,2015,0
1986,0.684268,Depletion,Sablefish,2015,0
1987,0.652386,Depletion,Sablefish,2015,0
1988,0.629604,Depletion,Sablefish,2015,0
1989,0.617161,Depletion,Sablefish,2015,0
1990,0.606484,Depletion,Sablefish,2015,0
1991,0.597516,Depletion,Sablefish,2015,0
1992,0.589534,Depletion,Sablefish,2015,0
1993,0.588399,Depletion,Sablefish,2015,0
1994,0.584535,Depletion,Sablefish,2015,0
1995,0.575987,Depletion,Sablefish,2015,0
1996,0.558619,Depletion,Sablefish,2015,0
1997,0.539148,Depletion,Sablefish,2015,0
1998,0.526093,Depletion,Sablefish,2015,0
1999,0.516254,Depletion,Sablefish,2015,0
2000,0.495084,Depletion,Sablefish,2015,0
2001,0.471815,Depletion,Sablefish,2015,0
2002,0.467567,Depletion,Sablefish,2015,0
2003,0.47964,Depletion,Sablefish,2015,0
2004,0.49257,Depletion,Sablefish,2015,0
2005,0.499261,Depletion,Sablefish,2015,0
2006,0.494513,Depletion,Sablefish,2015,0
2007,0.482059,Depletion,Sablefish,2015,0
2008,0.463016,Depletion,Sablefish,2015,0
2009,0.436174,Depletion,Sablefish,2015,0
2010,0.400739,Depletion,Sablefish,2015,0
2011,0.382662,Depletion,Sablefish,2015,0
2012,0.363822,Depletion,Sablefish,2015,0
2013,0.357459,Depletion,Sablefish,2015,0
2014,0.352705,Depletion,Sablefish,2015,0
2015,0.345241,Depletion,Sablefish,2015,0
1916,1,Depletion,Cabezon_NCA,2009,0
1917,0.999382,Depletion,Cabezon_NCA,2009,0
1918,0.998727,Depletion,Cabezon_NCA,2009,0
1919,0.998165,Depletion,Cabezon_NCA,2009,0
1920,0.997706,Depletion,Cabezon_NCA,2009,0
1921,0.997307,Depletion,Cabezon_NCA,2009,0
1922,0.996963,Depletion,Cabezon_NCA,2009,0
1923,0.996668,Depletion,Cabezon_NCA,2009,0
1924,0.996414,Depletion,Cabezon_NCA,2009,0
1925,0.996198,Depletion,Cabezon_NCA,2009,0
1926,0.995117,Depletion,Cabezon_NCA,2009,0
1927,0.995025,Depletion,Cabezon_NCA,2009,0
1928,0.994776,Depletion,Cabezon_NCA,2009,0
1929,0.994066,Depletion,Cabezon_NCA,2009,0
1930,0.99288,Depletion,Cabezon_NCA,2009,0
1931,0.991135,Depletion,Cabezon_NCA,2009,0
1932,0.988833,Depletion,Cabezon_NCA,2009,0
1933,0.985106,Depletion,Cabezon_NCA,2009,0
1934,0.98116,Depletion,Cabezon_NCA,2009,0
1935,0.976655,Depletion,Cabezon_NCA,2009,0
1936,0.970567,Depletion,Cabezon_NCA,2009,0
1937,0.960591,Depletion,Cabezon_NCA,2009,0
1938,0.955565,Depletion,Cabezon_NCA,2009,0
1939,0.945359,Depletion,Cabezon_NCA,2009,0
1940,0.942837,Depletion,Cabezon_NCA,2009,0
1941,0.937375,Depletion,Cabezon_NCA,2009,0
1942,0.933996,Depletion,Cabezon_NCA,2009,0
1943,0.933914,Depletion,Cabezon_NCA,2009,0
1944,0.932612,Depletion,Cabezon_NCA,2009,0
1945,0.932443,Depletion,Cabezon_NCA,2009,0
1946,0.932224,Depletion,Cabezon_NCA,2009,0
1947,0.931119,Depletion,Cabezon_NCA,2009,0
1948,0.901121,Depletion,Cabezon_NCA,2009,0
1949,0.860435,Depletion,Cabezon_NCA,2009,0
1950,0.826364,Depletion,Cabezon_NCA,2009,0
1951,0.788506,Depletion,Cabezon_NCA,2009,0
1952,0.74521,Depletion,Cabezon_NCA,2009,0
1953,0.733587,Depletion,Cabezon_NCA,2009,0
1954,0.739002,Depletion,Cabezon_NCA,2009,0
1955,0.752537,Depletion,Cabezon_NCA,2009,0
1956,0.76422,Depletion,Cabezon_NCA,2009,0
1957,0.752567,Depletion,Cabezon_NCA,2009,0
1958,0.745543,Depletion,Cabezon_NCA,2009,0
1959,0.747809,Depletion,Cabezon_NCA,2009,0
1960,0.754111,Depletion,Cabezon_NCA,2009,0
1961,0.766077,Depletion,Cabezon_NCA,2009,0
1962,0.778591,Depletion,Cabezon_NCA,2009,0
1963,0.780872,Depletion,Cabezon_NCA,2009,0
1964,0.751685,Depletion,Cabezon_NCA,2009,0
1965,0.752556,Depletion,Cabezon_NCA,2009,0
1966,0.743812,Depletion,Cabezon_NCA,2009,0
1967,0.726341,Depletion,Cabezon_NCA,2009,0
1968,0.732099,Depletion,Cabezon_NCA,2009,0
1969,0.73963,Depletion,Cabezon_NCA,2009,0
1970,0.743954,Depletion,Cabezon_NCA,2009,0
1971,0.738539,Depletion,Cabezon_NCA,2009,0
1972,0.749185,Depletion,Cabezon_NCA,2009,0
1973,0.739114,Depletion,Cabezon_NCA,2009,0
1974,0.756706,Depletion,Cabezon_NCA,2009,0
1975,0.797634,Depletion,Cabezon_NCA,2009,0
1976,0.854215,Depletion,Cabezon_NCA,2009,0
1977,0.880341,Depletion,Cabezon_NCA,2009,0
1978,0.880885,Depletion,Cabezon_NCA,2009,0
1979,0.83133,Depletion,Cabezon_NCA,2009,0
1980,0.788597,Depletion,Cabezon_NCA,2009,0
1981,0.723114,Depletion,Cabezon_NCA,2009,0
1982,0.678085,Depletion,Cabezon_NCA,2009,0
1983,0.652909,Depletion,Cabezon_NCA,2009,0
1984,0.6171,Depletion,Cabezon_NCA,2009,0
1985,0.588303,Depletion,Cabezon_NCA,2009,0
1986,0.571384,Depletion,Cabezon_NCA,2009,0
1987,0.517601,Depletion,Cabezon_NCA,2009,0
1988,0.481011,Depletion,Cabezon_NCA,2009,0
1989,0.443963,Depletion,Cabezon_NCA,2009,0
1990,0.426485,Depletion,Cabezon_NCA,2009,0
1991,0.44973,Depletion,Cabezon_NCA,2009,0
1992,0.470871,Depletion,Cabezon_NCA,2009,0
1993,0.44387,Depletion,Cabezon_NCA,2009,0
1994,0.444498,Depletion,Cabezon_NCA,2009,0
1995,0.461512,Depletion,Cabezon_NCA,2009,0
1996,0.439736,Depletion,Cabezon_NCA,2009,0
1997,0.425431,Depletion,Cabezon_NCA,2009,0
1998,0.41594,Depletion,Cabezon_NCA,2009,0
1999,0.358456,Depletion,Cabezon_NCA,2009,0
2000,0.33898,Depletion,Cabezon_NCA,2009,0
2001,0.351281,Depletion,Cabezon_NCA,2009,0
2002,0.390296,Depletion,Cabezon_NCA,2009,0
2003,0.427364,Depletion,Cabezon_NCA,2009,0
2004,0.406538,Depletion,Cabezon_NCA,2009,0
2005,0.395377,Depletion,Cabezon_NCA,2009,0
2006,0.389787,Depletion,Cabezon_NCA,2009,0
2007,0.402603,Depletion,Cabezon_NCA,2009,0
2008,0.422372,Depletion,Cabezon_NCA,2009,0
2009,0.452335,Depletion,Cabezon_NCA,2009,0
1916,1,Depletion,Cabezon_SCA,2009,0
1917,0.999912,Depletion,Cabezon_SCA,2009,0
1918,0.999824,Depletion,Cabezon_SCA,2009,0
1919,0.999743,Depletion,Cabezon_SCA,2009,0
1920,0.999681,Depletion,Cabezon_SCA,2009,0
1921,0.99964,Depletion,Cabezon_SCA,2009,0
1922,0.999612,Depletion,Cabezon_SCA,2009,0
1923,0.999593,Depletion,Cabezon_SCA,2009,0
1924,0.999581,Depletion,Cabezon_SCA,2009,0
1925,0.999572,Depletion,Cabezon_SCA,2009,0
1926,0.999566,Depletion,Cabezon_SCA,2009,0
1927,0.999561,Depletion,Cabezon_SCA,2009,0
1928,0.999558,Depletion,Cabezon_SCA,2009,0
1929,0.999434,Depletion,Cabezon_SCA,2009,0
1930,0.999108,Depletion,Cabezon_SCA,2009,0
1931,0.998586,Depletion,Cabezon_SCA,2009,0
1932,0.997874,Depletion,Cabezon_SCA,2009,0
1933,0.996993,Depletion,Cabezon_SCA,2009,0
1934,0.995889,Depletion,Cabezon_SCA,2009,0
1935,0.99473,Depletion,Cabezon_SCA,2009,0
1936,0.993301,Depletion,Cabezon_SCA,2009,0
1937,0.991455,Depletion,Cabezon_SCA,2009,0
1938,0.990552,Depletion,Cabezon_SCA,2009,0
1939,0.986938,Depletion,Cabezon_SCA,2009,0
1940,0.986268,Depletion,Cabezon_SCA,2009,0
1941,0.985813,Depletion,Cabezon_SCA,2009,0
1942,0.983788,Depletion,Cabezon_SCA,2009,0
1943,0.981992,Depletion,Cabezon_SCA,2009,0
1944,0.980355,Depletion,Cabezon_SCA,2009,0
1945,0.978844,Depletion,Cabezon_SCA,2009,0
1946,0.977538,Depletion,Cabezon_SCA,2009,0
1947,0.976395,Depletion,Cabezon_SCA,2009,0
1948,0.968609,Depletion,Cabezon_SCA,2009,0
1949,0.959835,Depletion,Cabezon_SCA,2009,0
1950,0.948105,Depletion,Cabezon_SCA,2009,0
1951,0.939683,Depletion,Cabezon_SCA,2009,0
1952,0.933712,Depletion,Cabezon_SCA,2009,0
1953,0.924932,Depletion,Cabezon_SCA,2009,0
1954,0.910237,Depletion,Cabezon_SCA,2009,0
1955,0.86967,Depletion,Cabezon_SCA,2009,0
1956,0.832454,Depletion,Cabezon_SCA,2009,0
1957,0.782187,Depletion,Cabezon_SCA,2009,0
1958,0.75145,Depletion,Cabezon_SCA,2009,0
1959,0.739694,Depletion,Cabezon_SCA,2009,0
1960,0.7534,Depletion,Cabezon_SCA,2009,0
1961,0.773325,Depletion,Cabezon_SCA,2009,0
1962,0.793354,Depletion,Cabezon_SCA,2009,0
1963,0.803928,Depletion,Cabezon_SCA,2009,0
1964,0.799794,Depletion,Cabezon_SCA,2009,0
1965,0.799724,Depletion,Cabezon_SCA,2009,0
1966,0.788812,Depletion,Cabezon_SCA,2009,0
1967,0.761547,Depletion,Cabezon_SCA,2009,0
1968,0.756672,Depletion,Cabezon_SCA,2009,0
1969,0.760757,Depletion,Cabezon_SCA,2009,0
1970,0.766708,Depletion,Cabezon_SCA,2009,0
1971,0.767904,Depletion,Cabezon_SCA,2009,0
1972,0.760552,Depletion,Cabezon_SCA,2009,0
1973,0.720393,Depletion,Cabezon_SCA,2009,0
1974,0.782736,Depletion,Cabezon_SCA,2009,0
1975,0.85333,Depletion,Cabezon_SCA,2009,0
1976,0.884661,Depletion,Cabezon_SCA,2009,0
1977,0.909942,Depletion,Cabezon_SCA,2009,0
1978,0.922684,Depletion,Cabezon_SCA,2009,0
1979,0.893785,Depletion,Cabezon_SCA,2009,0
1980,0.854365,Depletion,Cabezon_SCA,2009,0
1981,0.705927,Depletion,Cabezon_SCA,2009,0
1982,0.606247,Depletion,Cabezon_SCA,2009,0
1983,0.477417,Depletion,Cabezon_SCA,2009,0
1984,0.467309,Depletion,Cabezon_SCA,2009,0
1985,0.407413,Depletion,Cabezon_SCA,2009,0
1986,0.35711,Depletion,Cabezon_SCA,2009,0
1987,0.307481,Depletion,Cabezon_SCA,2009,0
1988,0.298465,Depletion,Cabezon_SCA,2009,0
1989,0.320252,Depletion,Cabezon_SCA,2009,0
1990,0.30667,Depletion,Cabezon_SCA,2009,0
1991,0.247867,Depletion,Cabezon_SCA,2009,0
1992,0.1983,Depletion,Cabezon_SCA,2009,0
1993,0.178326,Depletion,Cabezon_SCA,2009,0
1994,0.190753,Depletion,Cabezon_SCA,2009,0
1995,0.170719,Depletion,Cabezon_SCA,2009,0
1996,0.161216,Depletion,Cabezon_SCA,2009,0
1997,0.164683,Depletion,Cabezon_SCA,2009,0
1998,0.215289,Depletion,Cabezon_SCA,2009,0
1999,0.25021,Depletion,Cabezon_SCA,2009,0
2000,0.262509,Depletion,Cabezon_SCA,2009,0
2001,0.281578,Depletion,Cabezon_SCA,2009,0
2002,0.362265,Depletion,Cabezon_SCA,2009,0
2003,0.47361,Depletion,Cabezon_SCA,2009,0
2004,0.5523,Depletion,Cabezon_SCA,2009,0
2005,0.598025,Depletion,Cabezon_SCA,2009,0
2006,0.623701,Depletion,Cabezon_SCA,2009,0
2007,0.638272,Depletion,Cabezon_SCA,2009,0
2008,0.623806,Depletion,Cabezon_SCA,2009,0
2009,0.599528,Depletion,Cabezon_SCA,2009,0
2010,0.525872,Depletion,Cabezon_SCA,2009,0
2011,0.484797,Depletion,Cabezon_SCA,2009,0
1972,1,Depletion,Cabezon_OR,2009,0
1973,0.931216,Depletion,Cabezon_OR,2009,0
1974,0.93084,Depletion,Cabezon_OR,2009,0
1975,0.928837,Depletion,Cabezon_OR,2009,0
1976,0.926244,Depletion,Cabezon_OR,2009,0
1977,0.914778,Depletion,Cabezon_OR,2009,0
1978,0.906858,Depletion,Cabezon_OR,2009,0
1979,0.882838,Depletion,Cabezon_OR,2009,0
1980,0.875868,Depletion,Cabezon_OR,2009,0
1981,0.876617,Depletion,Cabezon_OR,2009,0
1982,0.853539,Depletion,Cabezon_OR,2009,0
1983,0.845516,Depletion,Cabezon_OR,2009,0
1984,0.839575,Depletion,Cabezon_OR,2009,0
1985,0.833007,Depletion,Cabezon_OR,2009,0
1986,0.820367,Depletion,Cabezon_OR,2009,0
1987,0.77599,Depletion,Cabezon_OR,2009,0
1988,0.737605,Depletion,Cabezon_OR,2009,0
1989,0.685136,Depletion,Cabezon_OR,2009,0
1990,0.653284,Depletion,Cabezon_OR,2009,0
1991,0.63553,Depletion,Cabezon_OR,2009,0
1992,0.619072,Depletion,Cabezon_OR,2009,0
1993,0.597686,Depletion,Cabezon_OR,2009,0
1994,0.586304,Depletion,Cabezon_OR,2009,0
1995,0.577944,Depletion,Cabezon_OR,2009,0
1996,0.592866,Depletion,Cabezon_OR,2009,0
1997,0.617339,Depletion,Cabezon_OR,2009,0
1998,0.612767,Depletion,Cabezon_OR,2009,0
1999,0.601138,Depletion,Cabezon_OR,2009,0
2000,0.590179,Depletion,Cabezon_OR,2009,0
2001,0.584754,Depletion,Cabezon_OR,2009,0
2002,0.582081,Depletion,Cabezon_OR,2009,0
2003,0.597704,Depletion,Cabezon_OR,2009,0
2004,0.626204,Depletion,Cabezon_OR,2009,0
2005,0.621261,Depletion,Cabezon_OR,2009,0
2006,0.599836,Depletion,Cabezon_OR,2009,0
2007,0.574356,Depletion,Cabezon_OR,2009,0
2008,0.552404,Depletion,Cabezon_OR,2009,0
2009,0.523711,Depletion,Cabezon_OR,2009,0
2010,0.462708,Depletion,Cabezon_OR,2009,0
2011,0.416409,Depletion,Cabezon_OR,2009,0
