year,index,metric,series_name,ass_year,CV
2002,0.579173,Depletion,Rex sole,2013,0
2003,0.608468,Depletion,Rex sole,2013,0
2004,0.635988,Depletion,Rex sole,2013,0
2005,0.664166,Depletion,Rex sole,2013,0
2006,0.685678,Depletion,Rex sole,2013,0
2007,0.7026615,Depletion,Rex sole,2013,0
2008,0.7202455,Depletion,Rex sole,2013,0
2009,0.735308,Depletion,Rex sole,2013,0
2010,0.747802,Depletion,Rex sole,2013,0
2011,0.765197,Depletion,Rex sole,2013,0
2012,0.783949,Depletion,Rex sole,2013,0
2013,0.799698,Depletion,Rex sole,2013,0
1876,1,Depletion,Petrale sole,2015,0
1877,0.999988,Depletion,Petrale sole,2015,0
1878,0.999971,Depletion,Petrale sole,2015,0
1879,0.999955,Depletion,Petrale sole,2015,0
1880,0.99994,Depletion,Petrale sole,2015,0
1881,0.999724,Depletion,Petrale sole,2015,0
1882,0.999314,Depletion,Petrale sole,2015,0
1883,0.998724,Depletion,Petrale sole,2015,0
1884,0.997963,Depletion,Petrale sole,2015,0
1885,0.997046,Depletion,Petrale sole,2015,0
1886,0.995986,Depletion,Petrale sole,2015,0
1887,0.994795,Depletion,Petrale sole,2015,0
1888,0.993486,Depletion,Petrale sole,2015,0
1889,0.99207,Depletion,Petrale sole,2015,0
1890,0.990559,Depletion,Petrale sole,2015,0
1891,0.988962,Depletion,Petrale sole,2015,0
1892,0.987289,Depletion,Petrale sole,2015,0
1893,0.985549,Depletion,Petrale sole,2015,0
1894,0.983747,Depletion,Petrale sole,2015,0
1895,0.981893,Depletion,Petrale sole,2015,0
1896,0.979992,Depletion,Petrale sole,2015,0
1897,0.978044,Depletion,Petrale sole,2015,0
1898,0.976061,Depletion,Petrale sole,2015,0
1899,0.974048,Depletion,Petrale sole,2015,0
1900,0.972006,Depletion,Petrale sole,2015,0
1901,0.969941,Depletion,Petrale sole,2015,0
1902,0.967855,Depletion,Petrale sole,2015,0
1903,0.965751,Depletion,Petrale sole,2015,0
1904,0.963632,Depletion,Petrale sole,2015,0
1905,0.9615,Depletion,Petrale sole,2015,0
1906,0.959358,Depletion,Petrale sole,2015,0
1907,0.957207,Depletion,Petrale sole,2015,0
1908,0.95505,Depletion,Petrale sole,2015,0
1909,0.952888,Depletion,Petrale sole,2015,0
1910,0.950723,Depletion,Petrale sole,2015,0
1911,0.948557,Depletion,Petrale sole,2015,0
1912,0.946392,Depletion,Petrale sole,2015,0
1913,0.94423,Depletion,Petrale sole,2015,0
1914,0.942072,Depletion,Petrale sole,2015,0
1915,0.93992,Depletion,Petrale sole,2015,0
1916,0.937777,Depletion,Petrale sole,2015,0
1917,0.935738,Depletion,Petrale sole,2015,0
1918,0.931225,Depletion,Petrale sole,2015,0
1919,0.928991,Depletion,Petrale sole,2015,0
1920,0.928746,Depletion,Petrale sole,2015,0
1921,0.930652,Depletion,Petrale sole,2015,0
1922,0.931408,Depletion,Petrale sole,2015,0
1923,0.929712,Depletion,Petrale sole,2015,0
1924,0.9281,Depletion,Petrale sole,2015,0
1925,0.924615,Depletion,Petrale sole,2015,0
1926,0.921458,Depletion,Petrale sole,2015,0
1927,0.918703,Depletion,Petrale sole,2015,0
1928,0.914114,Depletion,Petrale sole,2015,0
1929,0.910124,Depletion,Petrale sole,2015,0
1930,0.904837,Depletion,Petrale sole,2015,0
1931,0.900912,Depletion,Petrale sole,2015,0
1932,0.897096,Depletion,Petrale sole,2015,0
1933,0.8912,Depletion,Petrale sole,2015,0
1934,0.885246,Depletion,Petrale sole,2015,0
1935,0.865273,Depletion,Petrale sole,2015,0
1936,0.846913,Depletion,Petrale sole,2015,0
1937,0.835434,Depletion,Petrale sole,2015,0
1938,0.81439,Depletion,Petrale sole,2015,0
1939,0.790184,Depletion,Petrale sole,2015,0
1940,0.758943,Depletion,Petrale sole,2015,0
1941,0.732566,Depletion,Petrale sole,2015,0
1942,0.714123,Depletion,Petrale sole,2015,0
1943,0.681554,Depletion,Petrale sole,2015,0
1944,0.650736,Depletion,Petrale sole,2015,0
1945,0.636641,Depletion,Petrale sole,2015,0
1946,0.627308,Depletion,Petrale sole,2015,0
1947,0.594123,Depletion,Petrale sole,2015,0
1948,0.572474,Depletion,Petrale sole,2015,0
1949,0.524504,Depletion,Petrale sole,2015,0
1950,0.478459,Depletion,Petrale sole,2015,0
1951,0.428154,Depletion,Petrale sole,2015,0
1952,0.406883,Depletion,Petrale sole,2015,0
1953,0.389093,Depletion,Petrale sole,2015,0
1954,0.377196,Depletion,Petrale sole,2015,0
1955,0.35352,Depletion,Petrale sole,2015,0
1956,0.33498,Depletion,Petrale sole,2015,0
1957,0.323136,Depletion,Petrale sole,2015,0
1958,0.302092,Depletion,Petrale sole,2015,0
1959,0.284844,Depletion,Petrale sole,2015,0
1960,0.277263,Depletion,Petrale sole,2015,0
1961,0.264127,Depletion,Petrale sole,2015,0
1962,0.242047,Depletion,Petrale sole,2015,0
1963,0.223503,Depletion,Petrale sole,2015,0
1964,0.206464,Depletion,Petrale sole,2015,0
1965,0.203176,Depletion,Petrale sole,2015,0
1966,0.206278,Depletion,Petrale sole,2015,0
1967,0.208152,Depletion,Petrale sole,2015,0
1968,0.206272,Depletion,Petrale sole,2015,0
1969,0.209153,Depletion,Petrale sole,2015,0
1970,0.217409,Depletion,Petrale sole,2015,0
1971,0.224718,Depletion,Petrale sole,2015,0
1972,0.234664,Depletion,Petrale sole,2015,0
1973,0.234548,Depletion,Petrale sole,2015,0
1974,0.234153,Depletion,Petrale sole,2015,0
1975,0.213765,Depletion,Petrale sole,2015,0
1976,0.190799,Depletion,Petrale sole,2015,0
1977,0.175193,Depletion,Petrale sole,2015,0
1978,0.165173,Depletion,Petrale sole,2015,0
1979,0.142152,Depletion,Petrale sole,2015,0
1980,0.119662,Depletion,Petrale sole,2015,0
1981,0.110768,Depletion,Petrale sole,2015,0
1982,0.105996,Depletion,Petrale sole,2015,0
1983,0.0990279,Depletion,Petrale sole,2015,0
1984,0.0940884,Depletion,Petrale sole,2015,0
1985,0.0952305,Depletion,Petrale sole,2015,0
1986,0.0961219,Depletion,Petrale sole,2015,0
1987,0.091137,Depletion,Petrale sole,2015,0
1988,0.0797203,Depletion,Petrale sole,2015,0
1989,0.0742027,Depletion,Petrale sole,2015,0
1990,0.0699823,Depletion,Petrale sole,2015,0
1991,0.0654233,Depletion,Petrale sole,2015,0
1992,0.0538519,Depletion,Petrale sole,2015,0
1993,0.0498108,Depletion,Petrale sole,2015,0
1994,0.0542907,Depletion,Petrale sole,2015,0
1995,0.0681523,Depletion,Petrale sole,2015,0
1996,0.0804919,Depletion,Petrale sole,2015,0
1997,0.0834884,Depletion,Petrale sole,2015,0
1998,0.0799465,Depletion,Petrale sole,2015,0
1999,0.0824671,Depletion,Petrale sole,2015,0
2000,0.0887589,Depletion,Petrale sole,2015,0
2001,0.0900363,Depletion,Petrale sole,2015,0
2002,0.0913412,Depletion,Petrale sole,2015,0
2003,0.0992558,Depletion,Petrale sole,2015,0
2004,0.118356,Depletion,Petrale sole,2015,0
2005,0.129938,Depletion,Petrale sole,2015,0
2006,0.12335,Depletion,Petrale sole,2015,0
2007,0.120982,Depletion,Petrale sole,2015,0
2008,0.111843,Depletion,Petrale sole,2015,0
2009,0.105928,Depletion,Petrale sole,2015,0
2010,0.101202,Depletion,Petrale sole,2015,0
2011,0.128624,Depletion,Petrale sole,2015,0
2012,0.174032,Depletion,Petrale sole,2015,0
2013,0.230338,Depletion,Petrale sole,2015,0
2014,0.277805,Depletion,Petrale sole,2015,0
2015,0.307378,Depletion,Petrale sole,2015,0
