order,year,index,metric,timeseries,proportional.difference
11,2017,229.5135007,Millions $,Commercial fisheries CA,0.41
11,2018,190.8785138,Millions $,Commercial fisheries CA,-0.17
11,2019,141.3594762,Millions $,Commercial fisheries CA,-0.26
11,2020,144.7603412,Millions $,Commercial fisheries CA,0.02
12,1981,45.0071826,Millions $,Salmon CA,FALSE
12,1982,54.88649785,Millions $,Salmon CA,0.22
12,1983,12.45741677,Millions $,Salmon CA,-0.77
12,1984,20.34282763,Millions $,Salmon CA,0.63
12,1985,28.73190631,Millions $,Salmon CA,0.41
12,1986,35.59171137,Millions $,Salmon CA,0.24
12,1987,59.47651677,Millions $,Salmon CA,0.67
12,1988,93.52464382,Millions $,Salmon CA,0.57
12,1989,29.27602719,Millions $,Salmon CA,-0.69
12,1990,24.4295906,Millions $,Salmon CA,-0.17
12,1991,17.34789194,Millions $,Salmon CA,-0.29
12,1992,8.383830031,Millions $,Salmon CA,-0.52
12,1993,10.34917741,Millions $,Salmon CA,0.23
12,1994,11.36075051,Millions $,Salmon CA,0.10
12,1995,20.08685557,Millions $,Salmon CA,0.77
12,1996,10.01106295,Millions $,Salmon CA,-0.50
12,1997,11.88442754,Millions $,Salmon CA,0.19
12,1998,4.881699959,Millions $,Salmon CA,-0.59
12,1999,11.69529817,Millions $,Salmon CA,1.40
12,2000,16.05727521,Millions $,Salmon CA,0.37
12,2001,7.050684705,Millions $,Salmon CA,-0.56
12,2002,11.33857471,Millions $,Salmon CA,0.61
12,2003,17.72938963,Millions $,Salmon CA,0.56
12,2004,25.16533804,Millions $,Salmon CA,0.42
12,2005,17.37600145,Millions $,Salmon CA,-0.31
12,2006,6.846949166,Millions $,Salmon CA,-0.61
12,2007,9.997042596,Millions $,Salmon CA,0.46
12,2008,0,Millions $,Salmon CA,-1.00
12,2009,0.000164086,Millions $,Salmon CA,#DIV/0!
12,2010,1.446097869,Millions $,Salmon CA,8812.07
12,2011,5.968220188,Millions $,Salmon CA,3.13
12,2012,14.66731263,Millions $,Salmon CA,1.46
12,2013,25.71010869,Millions $,Salmon CA,0.75
12,2014,13.38593202,Millions $,Salmon CA,-0.48
12,2015,8.964183096,Millions $,Salmon CA,-0.33
12,2016,5.684858434,Millions $,Salmon CA,-0.37
12,2017,5.097169951,Millions $,Salmon CA,-0.10
12,2018,7.995426099,Millions $,Salmon CA,0.57
12,2019,17.02171535,Millions $,Salmon CA,1.13
12,2020,13.8898464,Millions $,Salmon CA,-0.18
13,1981,62.99107804,Millions $,"Groundfish, no hake CA",FALSE
13,1982,76.30336753,Millions $,"Groundfish, no hake CA",0.21
13,1983,59.29787647,Millions $,"Groundfish, no hake CA",-0.22
13,1984,57.17155887,Millions $,"Groundfish, no hake CA",-0.04
13,1985,63.56325072,Millions $,"Groundfish, no hake CA",0.11
13,1986,67.11265532,Millions $,"Groundfish, no hake CA",0.06
13,1987,70.10351501,Millions $,"Groundfish, no hake CA",0.04
13,1988,61.24598106,Millions $,"Groundfish, no hake CA",-0.13
13,1989,61.31314286,Millions $,"Groundfish, no hake CA",0.00
13,1990,57.07232618,Millions $,"Groundfish, no hake CA",-0.07
13,1991,50.46037675,Millions $,"Groundfish, no hake CA",-0.12
13,1992,52.30672364,Millions $,"Groundfish, no hake CA",0.04
13,1993,42.28971506,Millions $,"Groundfish, no hake CA",-0.19
13,1994,42.76975462,Millions $,"Groundfish, no hake CA",0.01
13,1995,58.23053075,Millions $,"Groundfish, no hake CA",0.36
13,1996,56.5572083,Millions $,"Groundfish, no hake CA",-0.03
13,1997,51.26275508,Millions $,"Groundfish, no hake CA",-0.09
13,1998,34.9768731,Millions $,"Groundfish, no hake CA",-0.32
13,1999,30.27723213,Millions $,"Groundfish, no hake CA",-0.13
13,2000,29.94017008,Millions $,"Groundfish, no hake CA",-0.01
13,2001,23.90225254,Millions $,"Groundfish, no hake CA",-0.20
13,2002,23.00989568,Millions $,"Groundfish, no hake CA",-0.04
13,2003,21.01959648,Millions $,"Groundfish, no hake CA",-0.09
13,2004,18.27692299,Millions $,"Groundfish, no hake CA",-0.13
13,2005,18.15964069,Millions $,"Groundfish, no hake CA",-0.01
13,2006,18.27420114,Millions $,"Groundfish, no hake CA",0.01
13,2007,19.93185,Millions $,"Groundfish, no hake CA",0.09
13,2008,22.02301679,Millions $,"Groundfish, no hake CA",0.10
13,2009,24.10536166,Millions $,"Groundfish, no hake CA",0.09
13,2010,23.989827,Millions $,"Groundfish, no hake CA",0.00
13,2011,28.86414861,Millions $,"Groundfish, no hake CA",0.20
13,2012,20.50884097,Millions $,"Groundfish, no hake CA",-0.29
13,2013,19.75778429,Millions $,"Groundfish, no hake CA",-0.04
13,2014,22.36885733,Millions $,"Groundfish, no hake CA",0.13
13,2015,22.14042663,Millions $,"Groundfish, no hake CA",-0.01
13,2016,20.49229872,Millions $,"Groundfish, no hake CA",-0.07
13,2017,24.78702972,Millions $,"Groundfish, no hake CA",0.21
13,2018,18.7411787,Millions $,"Groundfish, no hake CA",-0.24
13,2019,17.66065638,Millions $,"Groundfish, no hake CA",-0.06
13,2020,13.45095291,Millions $,"Groundfish, no hake CA",-0.24
14,1981,64.93665384,Millions $,"Coastal pelagic spp, no squid CA",FALSE
14,1982,66.92373076,Millions $,"Coastal pelagic spp, no squid CA",0.03
14,1983,63.71637127,Millions $,"Coastal pelagic spp, no squid CA",-0.05
14,1984,32.27016122,Millions $,"Coastal pelagic spp, no squid CA",-0.49
14,1985,36.55800987,Millions $,"Coastal pelagic spp, no squid CA",0.13
14,1986,34.3074251,Millions $,"Coastal pelagic spp, no squid CA",-0.06
14,1987,38.36256834,Millions $,"Coastal pelagic spp, no squid CA",0.12
14,1988,37.36497658,Millions $,"Coastal pelagic spp, no squid CA",-0.03
14,1989,31.43935993,Millions $,"Coastal pelagic spp, no squid CA",-0.16
14,1990,34.79190624,Millions $,"Coastal pelagic spp, no squid CA",0.11
14,1991,32.06914959,Millions $,"Coastal pelagic spp, no squid CA",-0.08
14,1992,30.05167848,Millions $,"Coastal pelagic spp, no squid CA",-0.06
14,1993,11.61873537,Millions $,"Coastal pelagic spp, no squid CA",-0.61
14,1994,12.67622587,Millions $,"Coastal pelagic spp, no squid CA",0.09
14,1995,25.79966038,Millions $,"Coastal pelagic spp, no squid CA",1.04
14,1996,34.83334531,Millions $,"Coastal pelagic spp, no squid CA",0.35
14,1997,38.24798401,Millions $,"Coastal pelagic spp, no squid CA",0.10
14,1998,12.88819877,Millions $,"Coastal pelagic spp, no squid CA",-0.66
14,1999,14.21950964,Millions $,"Coastal pelagic spp, no squid CA",0.10
14,2000,19.12387625,Millions $,"Coastal pelagic spp, no squid CA",0.34
14,2001,17.89473139,Millions $,"Coastal pelagic spp, no squid CA",-0.06
14,2002,13.63339467,Millions $,"Coastal pelagic spp, no squid CA",-0.24
14,2003,7.479340504,Millions $,"Coastal pelagic spp, no squid CA",-0.45
14,2004,9.206708869,Millions $,"Coastal pelagic spp, no squid CA",0.23
14,2005,6.659686652,Millions $,"Coastal pelagic spp, no squid CA",-0.28
14,2006,12.21809688,Millions $,"Coastal pelagic spp, no squid CA",0.83
14,2007,13.44395467,Millions $,"Coastal pelagic spp, no squid CA",0.10
14,2008,13.61015679,Millions $,"Coastal pelagic spp, no squid CA",0.01
14,2009,11.19622186,Millions $,"Coastal pelagic spp, no squid CA",-0.18
14,2010,6.258434527,Millions $,"Coastal pelagic spp, no squid CA",-0.44
14,2011,7.676021581,Millions $,"Coastal pelagic spp, no squid CA",0.23
14,2012,6.869592075,Millions $,"Coastal pelagic spp, no squid CA",-0.11
14,2013,6.090017815,Millions $,"Coastal pelagic spp, no squid CA",-0.11
14,2014,6.623558229,Millions $,"Coastal pelagic spp, no squid CA",0.09
14,2015,4.346676118,Millions $,"Coastal pelagic spp, no squid CA",-0.34
14,2016,2.205302897,Millions $,"Coastal pelagic spp, no squid CA",-0.49
14,2017,2.226586879,Millions $,"Coastal pelagic spp, no squid CA",0.01
14,2018,3.940395546,Millions $,"Coastal pelagic spp, no squid CA",0.77
14,2019,2.722815901,Millions $,"Coastal pelagic spp, no squid CA",-0.31
14,2020,1.492482841,Millions $,"Coastal pelagic spp, no squid CA",-0.45
15,1981,15.39735071,Millions $,Shrimp CA,FALSE
15,1982,15.76071629,Millions $,Shrimp CA,0.02
15,1983,10.41623197,Millions $,Shrimp CA,-0.34
15,1984,15.39459461,Millions $,Shrimp CA,0.48
15,1985,11.22967926,Millions $,Shrimp CA,-0.27
15,1986,13.84653364,Millions $,Shrimp CA,0.23
15,1987,15.85911584,Millions $,Shrimp CA,0.15
15,1988,13.56360459,Millions $,Shrimp CA,-0.14
15,1989,13.52540669,Millions $,Shrimp CA,0.00
15,1990,13.05790743,Millions $,Shrimp CA,-0.03
15,1991,15.98420909,Millions $,Shrimp CA,0.22
15,1992,15.4610289,Millions $,Shrimp CA,-0.03
15,1993,9.743162954,Millions $,Shrimp CA,-0.37
15,1994,17.88693641,Millions $,Shrimp CA,0.84
15,1995,14.02399834,Millions $,Shrimp CA,-0.22
15,1996,18.5246891,Millions $,Shrimp CA,0.32
15,1997,20.1925567,Millions $,Shrimp CA,0.09
15,1998,13.64908912,Millions $,Shrimp CA,-0.32
15,1999,13.28959548,Millions $,Shrimp CA,-0.03
15,2000,11.23395918,Millions $,Shrimp CA,-0.15
15,2001,8.761178116,Millions $,Shrimp CA,-0.22
15,2002,8.592190357,Millions $,Shrimp CA,-0.02
15,2003,4.988947166,Millions $,Shrimp CA,-0.42
15,2004,5.2565058,Millions $,Shrimp CA,0.05
15,2005,5.898958336,Millions $,Shrimp CA,0.12
15,2006,5.489769858,Millions $,Shrimp CA,-0.07
15,2007,5.207686324,Millions $,Shrimp CA,-0.05
15,2008,6.953179152,Millions $,Shrimp CA,0.34
15,2009,6.733622725,Millions $,Shrimp CA,-0.03
15,2010,5.885902946,Millions $,Shrimp CA,-0.13
15,2011,10.00211712,Millions $,Shrimp CA,0.70
15,2012,9.525942639,Millions $,Shrimp CA,-0.05
15,2013,10.52564473,Millions $,Shrimp CA,0.10
15,2014,12.96370588,Millions $,Shrimp CA,0.23
15,2015,15.53508692,Millions $,Shrimp CA,0.20
15,2016,11.82802859,Millions $,Shrimp CA,-0.24
15,2017,10.40418346,Millions $,Shrimp CA,-0.12
15,2018,12.91503107,Millions $,Shrimp CA,0.24
15,2019,9.909036999,Millions $,Shrimp CA,-0.23
15,2020,7.798536161,Millions $,Shrimp CA,-0.21
16,1981,105.0981832,Millions $,Highly migratory species CA,FALSE
16,1982,62.14620956,Millions $,Highly migratory species CA,-0.41
16,1983,149.0756756,Millions $,Highly migratory species CA,1.40
16,1984,137.5921423,Millions $,Highly migratory species CA,-0.08
16,1985,61.66900906,Millions $,Highly migratory species CA,-0.55
16,1986,52.33403412,Millions $,Highly migratory species CA,-0.15
16,1987,62.74020334,Millions $,Highly migratory species CA,0.20
16,1988,54.72153238,Millions $,Highly migratory species CA,-0.13
16,1989,35.46129985,Millions $,Highly migratory species CA,-0.35
16,1990,32.13457179,Millions $,Highly migratory species CA,-0.09
16,1991,29.81448174,Millions $,Highly migratory species CA,-0.07
16,1992,31.81217468,Millions $,Highly migratory species CA,0.07
16,1993,39.13504161,Millions $,Highly migratory species CA,0.23
16,1994,31.79600216,Millions $,Highly migratory species CA,-0.19
16,1995,21.82602352,Millions $,Highly migratory species CA,-0.31
16,1996,41.20541599,Millions $,Highly migratory species CA,0.89
16,1997,34.60016987,Millions $,Highly migratory species CA,-0.16
16,1998,15.77900484,Millions $,Highly migratory species CA,-0.54
16,1999,24.74178952,Millions $,Highly migratory species CA,0.57
16,2000,14.19058967,Millions $,Highly migratory species CA,-0.43
16,2001,12.84447208,Millions $,Highly migratory species CA,-0.09
16,2002,10.00394129,Millions $,Highly migratory species CA,-0.22
16,2003,8.943807529,Millions $,Highly migratory species CA,-0.11
16,2004,6.533435568,Millions $,Highly migratory species CA,-0.27
16,2005,4.75674625,Millions $,Highly migratory species CA,-0.27
16,2006,4.670253474,Millions $,Highly migratory species CA,-0.02
16,2007,6.891665998,Millions $,Highly migratory species CA,0.48
16,2008,3.825777589,Millions $,Highly migratory species CA,-0.44
16,2009,4.363196651,Millions $,Highly migratory species CA,0.14
16,2010,4.612914822,Millions $,Highly migratory species CA,0.06
16,2011,6.484011828,Millions $,Highly migratory species CA,0.41
16,2012,3.824276996,Millions $,Highly migratory species CA,-0.41
16,2013,2.833692247,Millions $,Highly migratory species CA,-0.26
16,2014,5.835289717,Millions $,Highly migratory species CA,1.06
16,2015,2.839519916,Millions $,Highly migratory species CA,-0.51
16,2016,4.412702315,Millions $,Highly migratory species CA,0.55
16,2017,5.591477713,Millions $,Highly migratory species CA,0.27
16,2018,5.055020024,Millions $,Highly migratory species CA,-0.10
16,2019,4.444055271,Millions $,Highly migratory species CA,-0.12
16,2020,6.06469429,Millions $,Highly migratory species CA,0.36
17,1981,30.09161744,Millions $,Other species CA,FALSE
17,1982,24.80771051,Millions $,Other species CA,-0.18
17,1983,24.37417582,Millions $,Other species CA,-0.02
17,1984,23.97456736,Millions $,Other species CA,-0.02
17,1985,30.03908138,Millions $,Other species CA,0.25
17,1986,40.106089,Millions $,Other species CA,0.34
17,1987,47.39215078,Millions $,Other species CA,0.18
17,1988,61.66937484,Millions $,Other species CA,0.30
17,1989,66.13288213,Millions $,Other species CA,0.07
17,1990,71.26760936,Millions $,Other species CA,0.08
17,1991,82.84975654,Millions $,Other species CA,0.16
17,1992,70.8892069,Millions $,Other species CA,-0.14
17,1993,62.9254547,Millions $,Other species CA,-0.11
17,1994,60.44181247,Millions $,Other species CA,-0.04
17,1995,56.02795473,Millions $,Other species CA,-0.07
17,1996,49.27093765,Millions $,Other species CA,-0.12
17,1997,45.70191052,Millions $,Other species CA,-0.07
17,1998,29.23160118,Millions $,Other species CA,-0.36
17,1999,35.58401483,Millions $,Other species CA,0.22
17,2000,38.07031555,Millions $,Other species CA,0.07
17,2001,31.42242279,Millions $,Other species CA,-0.17
17,2002,30.51204015,Millions $,Other species CA,-0.03
17,2003,26.18945293,Millions $,Other species CA,-0.14
17,2004,26.44617078,Millions $,Other species CA,0.01
17,2005,23.93061198,Millions $,Other species CA,-0.10
17,2006,24.46896431,Millions $,Other species CA,0.02
17,2007,23.10603546,Millions $,Other species CA,-0.06
17,2008,27.69176977,Millions $,Other species CA,0.20
17,2009,27.80006035,Millions $,Other species CA,0.00
17,2010,30.31446444,Millions $,Other species CA,0.09
17,2011,34.99978625,Millions $,Other species CA,0.15
17,2012,33.96645714,Millions $,Other species CA,-0.03
17,2013,34.55973826,Millions $,Other species CA,0.02
17,2014,38.29987418,Millions $,Other species CA,0.11
17,2015,33.29248334,Millions $,Other species CA,-0.13
17,2016,30.11214574,Millions $,Other species CA,-0.10
17,2017,29.20000014,Millions $,Other species CA,-0.03
17,2018,28.82553403,Millions $,Other species CA,-0.01
17,2019,24.5205821,Millions $,Other species CA,-0.15
17,2020,25.6563132,Millions $,Other species CA,0.05
18,1981,0.338227549,Millions $,Pacific hake CA,FALSE
18,1982,0.49588959,Millions $,Pacific hake CA,0.47
18,1983,0.427321578,Millions $,Pacific hake CA,-0.14
18,1984,0.862548569,Millions $,Pacific hake CA,1.02
18,1985,0.966143326,Millions $,Pacific hake CA,0.12
18,1986,0.906854418,Millions $,Pacific hake CA,-0.06
18,1987,1.416402228,Millions $,Pacific hake CA,0.56
18,1988,2.370409632,Millions $,Pacific hake CA,0.67
18,1989,2.211177762,Millions $,Pacific hake CA,-0.07
18,1990,1.565583306,Millions $,Pacific hake CA,-0.29
18,1991,1.688877669,Millions $,Pacific hake CA,0.08
18,1992,1.115952302,Millions $,Pacific hake CA,-0.34
18,1993,0.621170085,Millions $,Pacific hake CA,-0.44
18,1994,0.624510081,Millions $,Pacific hake CA,0.01
18,1995,0.783474039,Millions $,Pacific hake CA,0.25
18,1996,0.399971566,Millions $,Pacific hake CA,-0.49
18,1997,0.945389351,Millions $,Pacific hake CA,1.36
18,1998,0.62869066,Millions $,Pacific hake CA,-0.33
18,1999,0.181485023,Millions $,Pacific hake CA,-0.71
18,2000,1.152342042,Millions $,Pacific hake CA,5.35
18,2001,0.252646192,Millions $,Pacific hake CA,-0.78
18,2002,0.387785773,Millions $,Pacific hake CA,0.53
18,2003,0.24147344,Millions $,Pacific hake CA,-0.38
18,2004,0.888452351,Millions $,Pacific hake CA,2.68
18,2005,0.582064071,Millions $,Pacific hake CA,-0.34
18,2006,0.821765614,Millions $,Pacific hake CA,0.41
18,2007,0.492419545,Millions $,Pacific hake CA,-0.40
18,2008,1.462794678,Millions $,Pacific hake CA,1.97
18,2009,0.245759809,Millions $,Pacific hake CA,-0.83
18,2010,1.691855328,Millions $,Pacific hake CA,5.88
18,2011,0.000274168,Millions $,Pacific hake CA,-1.00
18,2012,0.028314975,Millions $,Pacific hake CA,102.28
18,2013,0.000179688,Millions $,Pacific hake CA,-0.99
18,2014,2.079391669,Millions $,Pacific hake CA,11571.24
18,2015,0.026091803,Millions $,Pacific hake CA,-0.99
18,2016,0.010949333,Millions $,Pacific hake CA,-0.58
18,2017,0.000503111,Millions $,Pacific hake CA,-0.95
18,2018,0.486151788,Millions $,Pacific hake CA,965.29
18,2019,0.005854139,Millions $,Pacific hake CA,-0.99
18,2020,0.65189962,Millions $,Pacific hake CA,110.36
19,1981,15.05674322,Millions $,Market squid CA,FALSE
19,1982,9.78117623,Millions $,Market squid CA,-0.35
19,1983,1.999449836,Millions $,Market squid CA,-0.80
19,1984,0.766400841,Millions $,Market squid CA,-0.62
19,1985,9.693444135,Millions $,Market squid CA,11.65
19,1986,10.62932605,Millions $,Market squid CA,0.10
19,1987,9.175010133,Millions $,Market squid CA,-0.14
19,1988,16.85420594,Millions $,Market squid CA,0.84
19,1989,15.99075321,Millions $,Market squid CA,-0.05
19,1990,9.57749673,Millions $,Market squid CA,-0.40
19,1991,11.63801008,Millions $,Market squid CA,0.22
19,1992,4.566388229,Millions $,Market squid CA,-0.61
19,1993,18.56946854,Millions $,Market squid CA,3.07
19,1994,25.30567767,Millions $,Market squid CA,0.36
19,1995,38.30227729,Millions $,Market squid CA,0.51
19,1996,36.5218163,Millions $,Market squid CA,-0.05
19,1997,33.48465263,Millions $,Market squid CA,-0.08
19,1998,2.592063402,Millions $,Market squid CA,-0.92
19,1999,51.57442135,Millions $,Market squid CA,18.90
19,2000,41.42165242,Millions $,Market squid CA,-0.20
19,2001,24.9891137,Millions $,Market squid CA,-0.40
19,2002,26.58529378,Millions $,Market squid CA,0.06
19,2003,36.0312994,Millions $,Market squid CA,0.36
19,2004,28.13491117,Millions $,Market squid CA,-0.22
19,2005,42.56497182,Millions $,Market squid CA,0.51
19,2006,35.05730742,Millions $,Market squid CA,-0.18
19,2007,37.08175867,Millions $,Market squid CA,0.06
19,2008,32.33408548,Millions $,Market squid CA,-0.13
19,2009,69.48682955,Millions $,Market squid CA,1.15
19,2010,84.7166654,Millions $,Market squid CA,0.22
19,2011,77.92063881,Millions $,Market squid CA,-0.08
19,2012,72.73464314,Millions $,Market squid CA,-0.07
19,2013,82.59559047,Millions $,Market squid CA,0.14
19,2014,80.40035045,Millions $,Market squid CA,-0.03
19,2015,26.99148469,Millions $,Market squid CA,-0.66
19,2016,42.59903782,Millions $,Market squid CA,0.58
19,2017,72.98384293,Millions $,Market squid CA,0.71
19,2018,37.22569924,Millions $,Market squid CA,-0.49
19,2019,13.82222174,Millions $,Market squid CA,-0.63
19,2020,26.10660587,Millions $,Market squid CA,0.89
20,1981,11.14967669,Millions $,Crab CA,FALSE
20,1982,31.77101067,Millions $,Crab CA,1.85
20,1983,19.64085139,Millions $,Crab CA,-0.38
20,1984,26.90682858,Millions $,Crab CA,0.37
20,1985,23.17803155,Millions $,Crab CA,-0.14
20,1986,23.54254971,Millions $,Crab CA,0.02
20,1987,32.39083091,Millions $,Crab CA,0.38
20,1988,29.00122827,Millions $,Crab CA,-0.10
20,1989,29.25209315,Millions $,Crab CA,0.01
20,1990,17.41690417,Millions $,Crab CA,-0.40
20,1991,39.66419508,Millions $,Crab CA,1.28
20,1992,27.00183854,Millions $,Crab CA,-0.32
20,1993,22.92327422,Millions $,Crab CA,-0.15
20,1994,15.97716537,Millions $,Crab CA,-0.30
20,1995,37.80582408,Millions $,Crab CA,1.37
20,1996,35.72955549,Millions $,Crab CA,-0.05
20,1997,16.45731497,Millions $,Crab CA,-0.54
20,1998,37.76280895,Millions $,Crab CA,1.29
20,1999,29.17830724,Millions $,Crab CA,-0.23
20,2000,29.31748052,Millions $,Crab CA,0.00
20,2001,21.13041133,Millions $,Crab CA,-0.28
20,2002,13.64715045,Millions $,Crab CA,-0.35
20,2003,34.94356047,Millions $,Crab CA,1.56
20,2004,52.53390889,Millions $,Crab CA,0.50
20,2005,55.06320297,Millions $,Crab CA,0.05
20,2006,53.63978134,Millions $,Crab CA,-0.03
20,2007,41.24346249,Millions $,Crab CA,-0.23
20,2008,30.33911969,Millions $,Crab CA,-0.26
20,2009,20.16632458,Millions $,Crab CA,-0.34
20,2010,42.9452256,Millions $,Crab CA,1.13
20,2011,68.74295,Millions $,Crab CA,0.60
20,2012,111.6287729,Millions $,Crab CA,0.62
20,2013,81.51847976,Millions $,Crab CA,-0.27
20,2014,71.00379644,Millions $,Crab CA,-0.13
20,2015,70.36589029,Millions $,Crab CA,-0.01
20,2016,45.50824129,Millions $,Crab CA,-0.35
20,2017,79.21763297,Millions $,Crab CA,0.74
20,2018,75.69407023,Millions $,Crab CA,-0.04
20,2019,51.24770317,Millions $,Crab CA,-0.32
20,2020,49.64900992,Millions $,Crab CA,-0.03
21,1981,162.509779,Millions $,Commercial fisheries OR,FALSE
21,1982,146.051147,Millions $,Commercial fisheries OR,-0.10
21,1983,94.75201535,Millions $,Commercial fisheries OR,-0.35
21,1984,85.66456506,Millions $,Commercial fisheries OR,-0.10
21,1985,104.4113692,Millions $,Commercial fisheries OR,0.22
21,1986,153.6957737,Millions $,Commercial fisheries OR,0.47
21,1987,213.8085146,Millions $,Commercial fisheries OR,0.39
21,1988,215.3038979,Millions $,Commercial fisheries OR,0.01
21,1989,160.7756513,Millions $,Commercial fisheries OR,-0.25
21,1990,139.2675388,Millions $,Commercial fisheries OR,-0.13
21,1991,127.6402225,Millions $,Commercial fisheries OR,-0.08
21,1992,128.8756409,Millions $,Commercial fisheries OR,0.01
21,1993,106.5049651,Millions $,Commercial fisheries OR,-0.17
21,1994,110.3071991,Millions $,Commercial fisheries OR,0.04
21,1995,139.8432709,Millions $,Commercial fisheries OR,0.27
21,1996,130.8791885,Millions $,Commercial fisheries OR,-0.06
21,1997,117.9603452,Millions $,Commercial fisheries OR,-0.10
21,1998,84.34835618,Millions $,Commercial fisheries OR,-0.28
21,1999,96.88659884,Millions $,Commercial fisheries OR,0.15
21,2000,139.1302148,Millions $,Commercial fisheries OR,0.44
21,2001,102.4214937,Millions $,Commercial fisheries OR,-0.26
21,2002,106.1353479,Millions $,Commercial fisheries OR,0.04
21,2003,109.6899708,Millions $,Commercial fisheries OR,0.03
21,2004,141.3800704,Millions $,Commercial fisheries OR,0.29
21,2005,161.3166245,Millions $,Commercial fisheries OR,0.14
21,2006,139.9369189,Millions $,Commercial fisheries OR,-0.13
21,2007,130.3096163,Millions $,Commercial fisheries OR,-0.07
21,2008,150.4988678,Millions $,Commercial fisheries OR,0.15
21,2009,109.4215545,Millions $,Commercial fisheries OR,-0.27
21,2010,149.1633681,Millions $,Commercial fisheries OR,0.36
21,2011,194.0165708,Millions $,Commercial fisheries OR,0.30
21,2012,179.7138578,Millions $,Commercial fisheries OR,-0.07
21,2013,210.2649487,Millions $,Commercial fisheries OR,0.17
21,2014,214.7463766,Millions $,Commercial fisheries OR,0.02
21,2015,165.2835061,Millions $,Commercial fisheries OR,-0.23
21,2016,188.0508229,Millions $,Commercial fisheries OR,0.14
21,2017,186.8703999,Millions $,Commercial fisheries OR,-0.01
21,2018,201.8834749,Millions $,Commercial fisheries OR,0.08
21,2019,184.5787511,Millions $,Commercial fisheries OR,-0.09
21,2020,169.7766627,Millions $,Commercial fisheries OR,-0.08
22,1981,32.87746669,Millions $,Salmon OR,FALSE
22,1982,33.98143966,Millions $,Salmon OR,0.03
22,1983,8.032096331,Millions $,Salmon OR,-0.76
22,1984,12.96351741,Millions $,Salmon OR,0.61
22,1985,22.15731438,Millions $,Salmon OR,0.71
22,1986,35.75002605,Millions $,Salmon OR,0.61
22,1987,62.62063063,Millions $,Salmon OR,0.75
22,1988,86.96241966,Millions $,Salmon OR,0.39
22,1989,30.30826324,Millions $,Salmon OR,-0.65
22,1990,19.38325551,Millions $,Salmon OR,-0.36
22,1991,11.16843369,Millions $,Salmon OR,-0.42
22,1992,6.886430191,Millions $,Salmon OR,-0.38
22,1993,4.387001165,Millions $,Salmon OR,-0.36
22,1994,2.574896723,Millions $,Salmon OR,-0.41
22,1995,6.133592784,Millions $,Salmon OR,1.38
22,1996,5.493384214,Millions $,Salmon OR,-0.10
22,1997,4.494120813,Millions $,Salmon OR,-0.18
22,1998,4.134439991,Millions $,Salmon OR,-0.08
22,1999,3.206129049,Millions $,Salmon OR,-0.22
22,2000,6.157208741,Millions $,Salmon OR,0.92
22,2001,8.613398157,Millions $,Salmon OR,0.40
22,2002,10.09898279,Millions $,Salmon OR,0.17
22,2003,12.59045025,Millions $,Salmon OR,0.25
22,2004,18.09972954,Millions $,Salmon OR,0.44
22,2005,14.1179827,Millions $,Salmon OR,-0.22
22,2006,6.434922452,Millions $,Salmon OR,-0.54
22,2007,5.922618438,Millions $,Salmon OR,-0.08
22,2008,5.092442336,Millions $,Salmon OR,-0.14
22,2009,4.33257087,Millions $,Salmon OR,-0.15
22,2010,9.164136315,Millions $,Salmon OR,1.12
22,2011,7.891928775,Millions $,Salmon OR,-0.14
22,2012,7.909922626,Millions $,Salmon OR,0.00
22,2013,13.92118754,Millions $,Salmon OR,0.76
22,2014,22.18444336,Millions $,Salmon OR,0.59
22,2015,13.10438261,Millions $,Salmon OR,-0.41
22,2016,9.053300765,Millions $,Salmon OR,-0.31
22,2017,5.902462319,Millions $,Salmon OR,-0.35
22,2018,5.961024797,Millions $,Salmon OR,0.01
22,2019,4.283037733,Millions $,Salmon OR,-0.28
22,2020,5.08667951,Millions $,Salmon OR,0.19
23,1981,43.06484627,Millions $,"Groundfish, no hake OR",FALSE
23,1982,55.11512121,Millions $,"Groundfish, no hake OR",0.28
23,1983,48.40823461,Millions $,"Groundfish, no hake OR",-0.12
23,1984,38.00918756,Millions $,"Groundfish, no hake OR",-0.21
23,1985,41.38154708,Millions $,"Groundfish, no hake OR",0.09
23,1986,39.40246809,Millions $,"Groundfish, no hake OR",-0.05
23,1987,56.10078406,Millions $,"Groundfish, no hake OR",0.42
23,1988,53.27490699,Millions $,"Groundfish, no hake OR",-0.05
23,1989,53.70865373,Millions $,"Groundfish, no hake OR",0.01
23,1990,46.68040587,Millions $,"Groundfish, no hake OR",-0.13
23,1991,54.38243099,Millions $,"Groundfish, no hake OR",0.16
23,1992,48.51286362,Millions $,"Groundfish, no hake OR",-0.11
23,1993,48.31380983,Millions $,"Groundfish, no hake OR",0.00
23,1994,50.01329658,Millions $,"Groundfish, no hake OR",0.04
23,1995,52.91395552,Millions $,"Groundfish, no hake OR",0.06
23,1996,50.35623104,Millions $,"Groundfish, no hake OR",-0.05
23,1997,44.30988654,Millions $,"Groundfish, no hake OR",-0.12
23,1998,30.55234686,Millions $,"Groundfish, no hake OR",-0.31
23,1999,34.48329115,Millions $,"Groundfish, no hake OR",0.13
23,2000,36.42145747,Millions $,"Groundfish, no hake OR",0.06
23,2001,28.44084147,Millions $,"Groundfish, no hake OR",-0.22
