year,index,sd.w,n,SDup,SDlo,se,SEup,SElo,CLup,CLlo,timeseries,metric
1997,1.060844276,1.826801248,74,2.887645524,-0.765956972,0.212361332,1.273205608,0.848482944,,,Myctophids,mean (ln catch+1)
1998,1.302554157,2.09524108,79,3.397795237,-0.792686923,0.235733039,1.538287196,1.066821118,,,Myctophids,mean (ln catch+1)
1999,0.951038125,1.529916459,77,2.480954584,-0.578878334,0.174350162,1.125388287,0.776687963,,,Myctophids,mean (ln catch+1)
2000,0.877424582,1.638182487,87,2.515607069,-0.760757905,0.175631598,1.05305618,0.701792984,,,Myctophids,mean (ln catch+1)
2001,1.105989045,1.658980059,80,2.764969104,-0.552991014,0.185479609,1.291468654,0.920509436,,,Myctophids,mean (ln catch+1)
2002,1.338054325,1.915264267,67,3.253318592,-0.577209942,0.233986771,1.572041096,1.104067554,,,Myctophids,mean (ln catch+1)
2003,1.979724108,2.707708866,88,4.687432974,-0.727984758,0.288642735,2.268366843,1.691081373,,,Myctophids,mean (ln catch+1)
2004,2.089241441,2.605426627,80,4.694668068,-0.516185186,0.291295552,2.380536993,1.797945889,,,Myctophids,mean (ln catch+1)
2005,2.023134384,2.469559636,75,4.49269402,-0.446425252,0.285160184,2.308294568,1.7379742,,,Myctophids,mean (ln catch+1)
2006,1.428355657,2.165141948,67,3.593497605,-0.736786291,0.264514189,1.692869846,1.163841468,,,Myctophids,mean (ln catch+1)
2007,1.311966531,1.970123171,86,3.282089702,-0.65815664,0.212443845,1.524410376,1.099522686,,,Myctophids,mean (ln catch+1)
2008,1.930679882,2.46008388,33,4.390763762,-0.529403998,0.428245635,2.358925517,1.502434247,,,Myctophids,mean (ln catch+1)
2009,2.474416415,3.107861893,76,5.582278308,-0.633445478,0.356496208,2.830912623,2.117920207,,,Myctophids,mean (ln catch+1)
2010,2.599265468,3.087299641,79,5.686565109,-0.488034173,0.347348347,2.946613815,2.251917121,,,Myctophids,mean (ln catch+1)
2011,0.760029626,1.532059798,48,2.292089424,-0.772030172,0.221133784,0.98116341,0.538895842,,,Myctophids,mean (ln catch+1)
2012,0.801296865,1.534460298,61,2.335757163,-0.733163433,0.196467509,0.997764374,0.604829356,,,Myctophids,mean (ln catch+1)
2013,1.820969939,2.466274043,61,4.287243982,-0.645304104,0.315774034,2.136743973,1.505195905,,,Myctophids,mean (ln catch+1)
2014,1.653445511,2.340013246,69,3.993458757,-0.686567735,0.281704491,1.935150002,1.37174102,,,Myctophids,mean (ln catch+1)
2015,1.334353366,2.040343992,66,3.374697358,-0.705990626,0.251148984,1.58550235,1.083204382,,,Myctophids,mean (ln catch+1)
2016,2.001554814,2.534636696,60,4.53619151,-0.533081882,0.32722019,2.328775004,1.674334624,,,Myctophids,mean (ln catch+1)
2017,1.101604583,1.89859335,41,3.000197933,-0.796988767,0.296510466,1.398115049,0.805094117,,,Myctophids,mean (ln catch+1)
2018,1.629037723,2.356126141,53,3.985163864,-0.727088418,0.323638815,1.952676538,1.305398908,,,Myctophids,mean (ln catch+1)
2019,1.465545609,2.125435363,47,3.590980972,-0.659889753,0.310026611,1.77557222,1.155518998,,,Myctophids,mean (ln catch+1)
1990,1.800879908,1.847538074,80,3.648417982,-0.046658166,0.206561036,2.007440944,1.594318872,,,Market squid,mean (ln catch+1)
1991,1.213477115,2.353095358,93,3.566572473,-1.139618243,0.244004622,1.457481737,0.969472493,,,Market squid,mean (ln catch+1)
1992,3.122760015,2.30436041,73,5.427120425,0.818399605,0.269704986,3.392465001,2.853055029,,,Market squid,mean (ln catch+1)
1993,1.527543888,2.015100292,75,3.54264418,-0.487556404,0.232683739,1.760227627,1.294860149,,,Market squid,mean (ln catch+1)
1994,1.708907556,1.918302993,75,3.627210549,-0.209395437,0.22150655,1.930414106,1.487401006,,,Market squid,mean (ln catch+1)
1995,2.065046053,2.236878997,74,4.30192505,-0.171832944,0.260031902,2.325077955,1.805014151,,,Market squid,mean (ln catch+1)
1996,1.17089859,1.618907578,76,2.789806168,-0.448008988,0.185701435,1.356600025,0.985197155,,,Market squid,mean (ln catch+1)
1997,2.168688661,1.958173045,74,4.126861706,0.210515616,0.227632993,2.396321654,1.941055668,,,Market squid,mean (ln catch+1)
1998,0.44054363,0.932744384,79,1.373288014,-0.492200754,0.104941942,0.545485572,0.335601688,,,Market squid,mean (ln catch+1)
1999,0.640705655,1.327384881,77,1.968090536,-0.686679226,0.151269546,0.791975201,0.489436109,,,Market squid,mean (ln catch+1)
2000,1.371359396,2.010333179,87,3.381692575,-0.638973783,0.21553034,1.586889736,1.155829056,,,Market squid,mean (ln catch+1)
2001,2.403415253,2.572317558,80,4.975732811,-0.168902305,0.287593846,2.691009099,2.115821407,,,Market squid,mean (ln catch+1)
2002,2.218358072,2.187535164,67,4.405893236,0.030822908,0.267249955,2.485608027,1.951108117,,,Market squid,mean (ln catch+1)
2003,0.946878179,1.500816684,88,2.447694863,-0.553938505,0.159987596,1.106865775,0.786890583,,,Market squid,mean (ln catch+1)
2004,1.226524425,1.737053066,80,2.963577491,-0.510528641,0.194208437,1.420732862,1.032315988,,,Market squid,mean (ln catch+1)
2005,0.623585131,1.097108272,75,1.720693403,-0.473523141,0.126683151,0.750268282,0.49690198,,,Market squid,mean (ln catch+1)
2006,0.259848518,0.643069239,67,0.902917757,-0.383220721,0.078563412,0.33841193,0.181285106,,,Market squid,mean (ln catch+1)
2007,0.560388847,1.130757901,86,1.691146748,-0.570369054,0.12193276,0.682321607,0.438456087,,,Market squid,mean (ln catch+1)
2008,0.45809185,1.12185846,33,1.57995031,-0.66376661,0.195290491,0.653382341,0.262801359,,,Market squid,mean (ln catch+1)
2009,0.929403111,1.361226473,76,2.290629584,-0.431823362,0.156143385,1.085546496,0.773259726,,,Market squid,mean (ln catch+1)
2010,1.15034744,1.675406004,79,2.825753444,-0.525058564,0.188497902,1.338845342,0.961849538,,,Market squid,mean (ln catch+1)
2011,1.257365843,1.906145236,48,3.163511079,-0.648779393,0.275128366,1.532494209,0.982237477,,,Market squid,mean (ln catch+1)
2012,3.36223464,2.409737389,61,5.771972029,0.952497251,0.308535257,3.670769897,3.053699383,,,Market squid,mean (ln catch+1)
2013,3.05089807,2.306938329,61,5.357836399,0.743959741,0.295373186,3.346271256,2.755524884,,,Market squid,mean (ln catch+1)
2014,4.310653972,2.391860265,69,6.702514237,1.918793707,0.287946138,4.59860011,4.022707834,,,Market squid,mean (ln catch+1)
2015,3.645949366,2.272546234,66,5.9184956,1.373403132,0.279731104,3.92568047,3.366218262,,,Market squid,mean (ln catch+1)
2016,1.030346657,1.783019726,60,2.813366383,-0.752673069,0.230186857,1.260533514,0.8001598,,,Market squid,mean (ln catch+1)
2017,3.484032174,2.530347971,41,6.014380145,0.953684203,0.395173962,3.879206136,3.088858212,,,Market squid,mean (ln catch+1)
2018,2.735360802,2.383585143,53,5.118945945,0.351775659,0.327410599,3.062771401,2.407950203,,,Market squid,mean (ln catch+1)
2019,2.835176816,2.40471588,47,5.239892696,0.430460936,0.350763861,3.185940678,2.484412955,,,Market squid,mean (ln catch+1)
1990,7.387012371,3.816779478,80,11.20379185,3.570232893,0.426728918,7.813741289,6.960283453,,,Krill,mean (ln catch+1)
1991,8.519101356,3.471208763,93,11.99031012,5.047892593,0.359947581,8.879048937,8.159153775,,,Krill,mean (ln catch+1)
1992,5.207924037,4.750126443,73,9.95805048,0.457797594,0.555960248,5.763884285,4.651963789,,,Krill,mean (ln catch+1)
1993,8.308678848,3.865718727,75,12.17439758,4.442960121,0.44637475,8.755053598,7.862304098,,,Krill,mean (ln catch+1)
1994,8.657261475,3.584873818,75,12.24213529,5.072387657,0.413945573,9.071207048,8.243315902,,,Krill,mean (ln catch+1)
1995,7.124598055,4.340027834,74,11.46462589,2.784570221,0.504517988,7.629116043,6.620080067,,,Krill,mean (ln catch+1)
1996,6.597707315,3.585961782,76,10.1836691,3.011745533,0.411338027,7.009045342,6.186369288,,,Krill,mean (ln catch+1)
1997,7.550795944,3.780820058,74,11.331616,3.769975886,0.439511404,7.990307348,7.11128454,,,Krill,mean (ln catch+1)
1998,4.2817643,3.62176608,79,7.90353038,0.65999822,0.40748052,4.68924482,3.87428378,,,Krill,mean (ln catch+1)
1999,7.841170232,2.616221026,77,10.45739126,5.224949206,0.298146056,8.139316288,7.543024176,,,Krill,mean (ln catch+1)
2000,8.601694513,3.746204461,87,12.34789897,4.855490052,0.401635276,9.003329789,8.200059237,,,Krill,mean (ln catch+1)
2001,9.226456072,3.286475431,80,12.5129315,5.939980641,0.367439124,9.593895196,8.859016948,,,Krill,mean (ln catch+1)
2002,6.969483807,2.616733114,67,9.586216921,4.352750693,0.319684831,7.289168638,6.649798976,,,Krill,mean (ln catch+1)
2003,8.749930518,2.762813554,88,11.51274407,5.987116964,0.294516914,9.044447432,8.455413604,,,Krill,mean (ln catch+1)
2004,7.856306473,2.827915265,80,10.68422174,5.028391208,0.316170538,8.172477011,7.540135935,,,Krill,mean (ln catch+1)
2005,7.215223303,3.59233155,75,10.80755485,3.622891753,0.414806717,7.63003002,6.800416586,,,Krill,mean (ln catch+1)
2006,7.249097708,4.080441333,67,11.32953904,3.168656375,0.49850525,7.747602958,6.750592458,,,Krill,mean (ln catch+1)
2007,8.736832363,3.524673688,86,12.26150605,5.212158675,0.380075338,9.116907701,8.356757025,,,Krill,mean (ln catch+1)
2008,10.85264273,1.90435751,33,12.75700024,8.94828522,0.331506091,11.18414882,10.52113664,,,Krill,mean (ln catch+1)
2009,9.091085019,3.743565673,76,12.83465069,5.347519346,0.429416433,9.520501452,8.661668586,,,Krill,mean (ln catch+1)
2010,9.09486035,2.949291782,79,12.04415213,6.145568568,0.33182125,9.4266816,8.7630391,,,Krill,mean (ln catch+1)
2011,9.74330024,2.088082578,48,11.83138282,7.655217662,0.30138876,10.044689,9.44191148,,,Krill,mean (ln catch+1)
2012,9.870712426,2.499006062,61,12.36971849,7.371706364,0.319964939,10.19067737,9.550747487,,,Krill,mean (ln catch+1)
2013,9.72183489,3.345255743,61,13.06709063,6.376579147,0.428316108,10.150151,9.293518782,,,Krill,mean (ln catch+1)
2014,10.03665471,3.053666709,69,13.09032142,6.982988001,0.367618272,10.40427298,9.669036438,,,Krill,mean (ln catch+1)
2015,7.186098669,3.482484226,66,10.6685829,3.703614443,0.428664176,7.614762845,6.757434493,,,Krill,mean (ln catch+1)
2016,8.243213413,3.002855792,60,11.24606921,5.240357621,0.387667016,8.630880429,7.855546397,,,Krill,mean (ln catch+1)
2017,9.919828284,3.038682452,41,12.95851074,6.881145832,0.47456247,10.39439075,9.445265814,,,Krill,mean (ln catch+1)
2018,9.993674623,2.860579119,53,12.85425374,7.133095504,0.392930761,10.38660538,9.600743862,,,Krill,mean (ln catch+1)
2019,4.19276063,3.946342394,47,8.139103024,0.246418237,0.5756332,4.76839383,3.617127431,,,Krill,mean (ln catch+1)
1990,0.169493915,0.469524709,80,0.639018624,-0.300030794,0.052494458,0.221988373,0.116999457,,,Pyrosomes,mean (ln catch+1)
1991,0.163828929,0.465192159,93,0.629021088,-0.30136323,0.04823818,0.212067109,0.115590749,,,Pyrosomes,mean (ln catch+1)
1992,0.37639475,0.768489637,73,1.144884387,-0.392094887,0.089944909,0.466339659,0.286449841,,,Pyrosomes,mean (ln catch+1)
1993,0.046209812,0.174065616,75,0.220275428,-0.127855804,0.020099366,0.066309178,0.026110446,,,Pyrosomes,mean (ln catch+1)
1994,0.009241962,0.080037742,75,0.089279704,-0.07079578,0.009241962,0.018483924,-3.77806E-10,,,Pyrosomes,mean (ln catch+1)
1995,0.12444242,0.378960013,74,0.503402433,-0.254517593,0.044053207,0.168495627,0.080389213,,,Pyrosomes,mean (ln catch+1)
1996,0.092753353,0.261361231,76,0.354114584,-0.168607878,0.029980189,0.122733542,0.062773164,,,Pyrosomes,mean (ln catch+1)
1997,0.080414089,0.236747497,74,0.317161586,-0.156333408,0.027521338,0.107935427,0.052892751,,,Pyrosomes,mean (ln catch+1)
1998,0,0,79,0,0,0,0,0,,,Pyrosomes,mean (ln catch+1)
1999,0,0,77,0,0,0,0,0,,,Pyrosomes,mean (ln catch+1)
2000,0.116201444,0.290128334,87,0.406329778,-0.17392689,0.031105022,0.147306466,0.085096422,,,Pyrosomes,mean (ln catch+1)
2001,0.122773045,0.326369277,80,0.449142322,-0.203596232,0.036489194,0.159262239,0.086283851,,,Pyrosomes,mean (ln catch+1)
2002,NA,NA,67,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2003,NA,NA,88,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2004,NA,NA,80,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2005,NA,NA,75,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2006,NA,NA,67,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2007,NA,NA,86,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2008,NA,NA,33,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2009,NA,NA,76,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2010,NA,NA,79,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2011,NA,NA,48,NA,NA,NA,NA,NA,,,Pyrosomes,mean (ln catch+1)
2012,2.665217586,2.069341156,61,4.734558742,0.59587643,0.264951985,2.930169571,2.400265601,,,Pyrosomes,mean (ln catch+1)
2013,0.558148885,0.875551202,61,1.433700087,-0.317402317,0.112102844,0.670251729,0.446046041,,,Pyrosomes,mean (ln catch+1)
2014,3.204084934,2.262150533,69,5.466235467,0.941934401,0.272330922,3.476415856,2.931754012,,,Pyrosomes,mean (ln catch+1)
2015,6.034881181,2.554373821,66,8.589255002,3.48050736,0.314421682,6.349302863,5.720459499,,,Pyrosomes,mean (ln catch+1)
2016,4.915584349,2.776368546,60,7.691952895,2.139215803,0.358427638,5.274011987,4.557156711,,,Pyrosomes,mean (ln catch+1)
2017,3.408121575,2.599324723,41,6.007446298,0.808796852,0.40594632,3.814067895,3.002175255,,,Pyrosomes,mean (ln catch+1)
2018,1.429313601,1.627731033,53,3.057044634,-0.198417432,0.223586053,1.652899654,1.205727548,,,Pyrosomes,mean (ln catch+1)
2019,4.665414299,2.742714484,47,7.408128783,1.922699814,0.400066025,5.065480323,4.265348274,,,Pyrosomes,mean (ln catch+1)
1990,0.210060278,0.643394191,80,0.853454469,-0.433333913,0.071933657,0.281993935,0.138126621,,,Chrysaora,mean (ln catch+1)
1991,0.292344293,0.544749511,93,0.837093804,-0.252405218,0.056487893,0.348832186,0.2358564,,,Chrysaora,mean (ln catch+1)
1992,1.418120898,2.479929491,73,3.898050389,-1.061808593,0.290253793,1.708374691,1.127867105,,,Chrysaora,mean (ln catch+1)
1993,0.575207575,1.509549328,75,2.084756903,-0.934341753,0.174307742,0.749515317,0.400899833,,,Chrysaora,mean (ln catch+1)
1994,0.49326285,1.193044001,75,1.686306851,-0.699781151,0.137760855,0.631023705,0.355501995,,,Chrysaora,mean (ln catch+1)
1995,0.696595449,2.054933697,74,2.751529146,-1.358338248,0.23888119,0.935476639,0.457714259,,,Chrysaora,mean (ln catch+1)
1996,0.531348642,1.174488933,76,1.705837575,-0.643140291,0.13472312,0.666071762,0.396625522,,,Chrysaora,mean (ln catch+1)
1997,0.697330815,1.33929706,74,2.036627875,-0.641966245,0.155690121,0.853020936,0.541640694,,,Chrysaora,mean (ln catch+1)
1998,0.077316478,0.395932792,79,0.47324927,-0.318616314,0.044545919,0.121862397,0.032770559,,,Chrysaora,mean (ln catch+1)
1999,0,0,77,0,0,0,0,0,,,Chrysaora,mean (ln catch+1)
2000,0.826500666,1.534458775,87,2.360959441,-0.707958109,0.164511249,0.991011915,0.661989417,,,Chrysaora,mean (ln catch+1)
2001,0.421065508,1.469793878,80,1.890859386,-1.04872837,0.164327951,0.585393459,0.256737557,,,Chrysaora,mean (ln catch+1)
2002,NA,NA,67,NA,NA,NA,NA,NA,,,Chrysaora,mean (ln catch+1)
2003,NA,NA,88,NA,NA,NA,NA,NA,,,Chrysaora,mean (ln catch+1)
2004,NA,NA,80,NA,NA,NA,NA,NA,,,Chrysaora,mean (ln catch+1)
2005,0.026742679,0.157609295,75,0.184351974,-0.130866616,0.018199154,0.044941833,0.008543525,,,Chrysaora,mean (ln catch+1)
2006,0.105997099,0.482513208,67,0.588510307,-0.376516109,0.058948371,0.16494547,0.047048728,,,Chrysaora,mean (ln catch+1)
2007,0.205464677,0.704908943,86,0.91037362,-0.499444266,0.076012286,0.281476963,0.129452391,,,Chrysaora,mean (ln catch+1)
2008,0.408067871,1.557846695,33,1.965914566,-1.149778824,0.271186301,0.679254172,0.13688157,,,Chrysaora,mean (ln catch+1)
2009,0.154056004,0.6003735,76,0.754429504,-0.446317496,0.068867564,0.222923568,0.08518844,,,Chrysaora,mean (ln catch+1)
2010,1.296878653,1.937332146,79,3.234210799,-0.640453493,0.217966896,1.514845549,1.078911757,,,Chrysaora,mean (ln catch+1)
2011,1.060396009,2.086279439,48,3.146675448,-1.02588343,0.301128499,1.361524508,0.75926751,,,Chrysaora,mean (ln catch+1)
2012,0.515559303,1.036779256,61,1.552338559,-0.521219953,0.132745981,0.648305284,0.382813322,,,Chrysaora,mean (ln catch+1)
2013,0.348827616,1.093084459,61,1.441912075,-0.744256843,0.139955124,0.48878274,0.208872492,,,Chrysaora,mean (ln catch+1)
2014,0.509700209,1.166500875,69,1.676201084,-0.656800666,0.140430203,0.650130412,0.369270006,,,Chrysaora,mean (ln catch+1)
2015,0.118624084,0.63803768,66,0.756661764,-0.519413596,0.078537009,0.197161093,0.040087075,,,Chrysaora,mean (ln catch+1)
2016,0,0,60,0,0,0,0,0,,,Chrysaora,mean (ln catch+1)
2017,0,0,41,0,0,0,0,0,,,Chrysaora,mean (ln catch+1)
2018,1.767396531,2.808006608,53,4.575403139,-1.040610077,0.385709371,2.153105902,1.38168716,,,Chrysaora,mean (ln catch+1)
2019,0.631339173,2.066440025,42,2.697779198,-1.435100852,0.318858618,0.950197791,0.312480555,,,Chrysaora,mean (ln catch+1)
1990,0.170810921,0.397085764,80,0.567896685,-0.226274843,0.044395538,0.215206459,0.126415383,,,Aurelia,mean (ln catch+1)
1991,0.029812782,0.174457529,93,0.204270311,-0.144644747,0.018090403,0.047903185,0.011722379,,,Aurelia,mean (ln catch+1)
1992,0,0,73,0,0,0,0,0,,,Aurelia,mean (ln catch+1)
1993,0.041273426,0.181989691,75,0.223263117,-0.140716265,0.021014359,0.062287785,0.020259067,,,Aurelia,mean (ln catch+1)
1994,0.10377632,0.394529775,75,0.498306095,-0.290753455,0.045556374,0.149332694,0.058219946,,,Aurelia,mean (ln catch+1)
1995,0.440438999,0.777177584,74,1.217616583,-0.336738585,0.090345059,0.530784058,0.35009394,,,Aurelia,mean (ln catch+1)
1996,0.052965154,0.282267675,76,0.335232829,-0.229302521,0.032378323,0.085343477,0.020586831,,,Aurelia,mean (ln catch+1)
1997,1.290793939,1.404860378,74,2.695654317,-0.114066439,0.163311702,1.454105641,1.127482237,,,Aurelia,mean (ln catch+1)
1998,0.017773005,0.110269293,79,0.128042298,-0.092496288,0.012406265,0.03017927,0.00536674,,,Aurelia,mean (ln catch+1)
1999,0,0,77,0,0,0,0,0,,,Aurelia,mean (ln catch+1)
2000,0.391969896,1.138607281,87,1.530577177,-0.746637385,0.122071514,0.51404141,0.269898382,,,Aurelia,mean (ln catch+1)
2001,0.639778762,1.288235463,80,1.928014225,-0.648456701,0.144029103,0.783807865,0.495749659,,,Aurelia,mean (ln catch+1)
2002,NA,NA,67,NA,NA,NA,NA,NA,,,Aurelia,mean (ln catch+1)
2003,NA,NA,88,NA,NA,NA,NA,NA,,,Aurelia,mean (ln catch+1)
2004,NA,NA,80,NA,NA,NA,NA,NA,,,Aurelia,mean (ln catch+1)
2005,0.082763842,0.25659749,75,0.339361332,-0.173833648,0.029629326,0.112393168,0.053134516,,,Aurelia,mean (ln catch+1)
2006,0.023496515,0.126513795,67,0.15001031,-0.10301728,0.01545612,0.038952635,0.008040395,,,Aurelia,mean (ln catch+1)
2007,0.075074591,0.300825945,86,0.375900536,-0.225751354,0.032438896,0.107513487,0.042635695,,,Aurelia,mean (ln catch+1)
2008,1.24115792,2.352360124,33,3.593518044,-1.111202204,0.409493336,1.650651256,0.831664584,,,Aurelia,mean (ln catch+1)
2009,0.392705954,0.852054675,76,1.244760629,-0.459348721,0.097737374,0.490443328,0.29496858,,,Aurelia,mean (ln catch+1)
2010,0,0,79,0,0,0,0,0,,,Aurelia,mean (ln catch+1)
2011,0.495215459,0.838229603,48,1.333445062,-0.343014144,0.120988022,0.616203481,0.374227437,,,Aurelia,mean (ln catch+1)
2012,0,0,61,0,0,0,0,0,,,Aurelia,mean (ln catch+1)
2013,0.213325965,0.910479806,61,1.123805771,-0.697153841,0.116574994,0.329900959,0.096750971,,,Aurelia,mean (ln catch+1)
2014,0.068239076,0.337234661,69,0.405473737,-0.268995585,0.040598282,0.108837358,0.027640794,,,Aurelia,mean (ln catch+1)
2015,0.012160477,0.091809587,66,0.103970064,-0.07964911,0.011300979,0.023461456,0.000859498,,,Aurelia,mean (ln catch+1)
2016,0.082150035,0.319414913,60,0.401564948,-0.237264878,0.041236288,0.123386323,0.040913747,,,Aurelia,mean (ln catch+1)
2017,0,0,41,0,0,0,0,0,,,Aurelia,mean (ln catch+1)
2018,1.609868905,2.151683253,53,3.761552158,-0.541814348,0.295556425,1.90542533,1.31431248,,,Aurelia,mean (ln catch+1)
2019,0.1248035,0.405848248,42,0.530651748,-0.281044748,0.062623744,0.187427245,0.062179756,,,Aurelia,mean (ln catch+1)
