year,month,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order,time
1984,7,4.068506684338268,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-07-01
1984,8,4.250893761367289,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-08-01
1984,9,1.2245635530344399,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-09-01
1984,10,2.7644860586221527,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-10-01
1984,11,3.900111997185233,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-11-01
1984,12,3.385066992746611,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1984-12-01
1985,1,1.150489659297036,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-01-01
1985,2,4.9893566430126794,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-02-01
1985,3,6.5841649784643295,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-03-01
1985,4,5.692542320177784,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-04-01
1985,5,5.334744625510016,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-05-01
1985,6,4.161110310220118,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-06-01
1985,7,4.588288073087559,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-07-01
1985,8,4.456851778693487,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-08-01
1985,9,3.262866606603152,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-09-01
1985,10,3.887113333169067,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-10-01
1985,11,0.8457685163944776,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-11-01
1985,12,0.8170103431331512,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1985-12-01
1986,1,0.03255044409714993,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-01-01
1986,2,0.02218433518367459,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-02-01
1986,3,0.3856079632346704,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-03-01
1986,4,6.166973507075156,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-04-01
1986,5,3.576570456792075,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-05-01
1986,6,3.8212142061312058,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-06-01
1986,7,5.433209073178641,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-07-01
1986,8,3.501692612340285,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-08-01
1986,9,2.425385929865792,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-09-01
1986,10,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-10-01
1986,11,4.723999534967587,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-11-01
1986,12,0.9156560903465918,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1986-12-01
1987,1,3.0448749037224787,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-01-01
1987,2,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-02-01
1987,3,0.02180152619448833,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-03-01
1987,4,4.227166507903709,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-04-01
1987,5,3.9358879586831277,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-05-01
1987,6,5.321414239749556,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-06-01
1987,7,4.225217838132328,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-07-01
1987,8,3.032042161289576,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-08-01
1987,9,3.071756043053658,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-09-01
1987,10,1.933667422723634,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-10-01
1987,11,3.3439293445091036,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-11-01
1987,12,3.2421799850719317,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1987-12-01
1988,1,1.41463754474075,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-01-01
1988,2,2.95620997608802,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-02-01
1988,3,6.262935862947359,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-03-01
1988,4,3.729794063702117,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-04-01
1988,5,5.802538264803604,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-05-01
1988,6,5.606941225797198,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-06-01
1988,7,5.01553464409761,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-07-01
1988,8,4.2868966237336465,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-08-01
1988,9,3.4982180903372027,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-09-01
1988,10,0.1652222504804975,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-10-01
1988,11,4.3456392612717725,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-11-01
1988,12,4.560499650476822,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1988-12-01
1989,1,6.8783164626873585,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-01-01
1989,2,4.376984250264178,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-02-01
1989,3,0.614800385345891,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-03-01
1989,4,3.532698976879509,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-04-01
1989,5,6.388098528252129,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-05-01
1989,6,4.912567467001426,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-06-01
1989,7,6.124901211291679,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-07-01
1989,8,4.785868238792946,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-08-01
1989,9,2.5940355255726066,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-09-01
1989,10,2.2442950527002976,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-10-01
1989,11,2.0126290874851698,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-11-01
1989,12,1.762304804824924,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1989-12-01
1990,1,4.33097293514762,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-01-01
1990,2,5.70282902036847,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-02-01
1990,3,4.056586278022118,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-03-01
1990,4,2.7864017524058102,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-04-01
1990,5,5.492127467331087,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-05-01
1990,6,5.987798766393253,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-06-01
1990,7,4.171374228270308,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-07-01
1990,8,4.086730992996476,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-08-01
1990,9,3.451389859170227,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-09-01
1990,10,4.7635977184195495,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-10-01
1990,11,4.985328693943974,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-11-01
1990,12,4.7758867700686825,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1990-12-01
1991,1,1.5237759587786859,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-01-01
1991,2,0.4548684408024179,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-02-01
1991,3,4.826911356910262,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-03-01
1991,4,6.210019985233154,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-04-01
1991,5,6.004284831011013,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-05-01
1991,6,5.539983090694175,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-06-01
1991,7,4.885111059943305,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-07-01
1991,8,4.882388411002453,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-08-01
1991,9,1.571500684829049,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-09-01
1991,10,1.6333945104420868,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-10-01
1991,11,3.1021031593383888,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-11-01
1991,12,2.678576699959116,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1991-12-01
1992,1,0.49471635446410844,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-01-01
1992,2,0.03341167444934152,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-02-01
1992,3,2.1467313088671527,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-03-01
1992,4,0.8236666072935305,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-04-01
1992,5,0.4716949827485177,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-05-01
1992,6,4.011646065025235,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-06-01
1992,7,4.3283696543431684,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-07-01
1992,8,5.029078515347273,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-08-01
1992,9,2.551101762047614,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-09-01
1992,10,0.03182110129395608,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-10-01
1992,11,1.908278964929804,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-11-01
1992,12,5.405758628359498,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1992-12-01
1993,1,0.011227339265666929,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-01-01
1993,2,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-02-01
1993,3,2.577487097198787,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-03-01
1993,4,4.572650953678801,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-04-01
1993,5,1.329659842593655,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-05-01
1993,6,4.196309720505552,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-06-01
1993,7,4.846554726156881,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-07-01
1993,8,4.446112257394232,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-08-01
1993,9,2.293018876798273,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-09-01
1993,10,0.15409332004136708,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-10-01
1993,11,3.7516273693912114,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-11-01
1993,12,4.2744666155035755,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1993-12-01
1994,1,1.8507849996854389,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-01-01
1994,2,2.295932715689498,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-02-01
1994,3,4.721757246066526,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-03-01
1994,4,5.516005241629691,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-04-01
1994,5,5.643215150169167,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-05-01
1994,6,5.74178959213492,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-06-01
1994,7,5.0824700971264125,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-07-01
1994,8,4.853896062199659,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-08-01
1994,9,3.4612376964819878,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-09-01
1994,10,2.023926718254301,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-10-01
1994,11,6.602410711369006,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-11-01
1994,12,4.4849104672423135,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1994-12-01
1995,1,0.0454161246097524,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-01-01
1995,2,0.07338581485588812,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-02-01
1995,3,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-03-01
1995,4,4.229195324616917,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-04-01
1995,5,4.367308163356458,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-05-01
1995,6,4.934505608200384,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-06-01
1995,7,4.710509421825426,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-07-01
1995,8,4.33862360097055,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-08-01
1995,9,0.03056621915995781,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-09-01
1995,10,4.21476547420697,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-10-01
1995,11,1.955728923406994,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-11-01
1995,12,1.903633951568607,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1995-12-01
1996,1,1.84953921676373,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-01-01
1996,2,0.06709030014015865,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-02-01
1996,3,0.36094206912577187,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-03-01
1996,4,3.498437646962468,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-04-01
1996,5,2.9264860372773938,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-05-01
1996,6,5.867659272843601,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-06-01
1996,7,5.31923966375778,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-07-01
1996,8,4.193387069377478,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-08-01
1996,9,2.17898822426065,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-09-01
1996,10,2.6923533078490185,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-10-01
1996,11,1.471747681560405,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-11-01
1996,12,0.21776098364276208,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1996-12-01
1997,1,1.028141459782283,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-01-01
1997,2,4.832550705962132,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-02-01
1997,3,4.9691355647646605,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-03-01
1997,4,3.7291563235907486,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-04-01
1997,5,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-05-01
1997,6,4.834617210519298,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-06-01
1997,7,4.955106130198428,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-07-01
1997,8,3.3841890822436898,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-08-01
1997,9,1.15477309765589,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-09-01
1997,10,2.7972486643659167,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-10-01
1997,11,0.28281370162166,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-11-01
1997,12,3.8801559745805805,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1997-12-01
1998,1,0.0,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-01-01
1998,2,1.590388101104153,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-02-01
1998,3,2.894039306663398,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-03-01
1998,4,7.3028172616941776,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-04-01
1998,5,6.33480888110738,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-05-01
1998,6,6.137984228830451,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-06-01
1998,7,5.718876739609115,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-07-01
1998,8,5.471906614564457,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-08-01
1998,9,3.582285837671439,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-09-01
1998,10,4.91994745343638,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-10-01
1998,11,4.4932216034856785,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-11-01
1998,12,6.924567216582575,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1998-12-01
1999,1,4.841691951196396,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-01-01
1999,2,5.594855812398874,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-02-01
1999,3,5.784902760428346,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-03-01
1999,4,7.665317264563493,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-04-01
1999,5,6.671644641883439,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-05-01
1999,6,5.602922354458062,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-06-01
1999,7,5.448534379679993,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-07-01
1999,8,5.01102329478011,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-08-01
1999,9,3.922254399267787,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-09-01
1999,10,3.634286417740639,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-10-01
1999,11,2.861232188857617,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-11-01
1999,12,4.73929273905905,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,1999-12-01
2000,1,5.006722089001952,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-01-01
2000,2,3.2510006208742506,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-02-01
2000,3,5.85989747654769,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-03-01
2000,4,5.695936723097872,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-04-01
2000,5,4.187241320335639,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-05-01
2000,6,4.32598808811032,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-06-01
2000,7,5.739406111963943,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-07-01
2000,8,4.706214994621992,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-08-01
2000,9,2.323402737434517,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-09-01
2000,10,3.789689714928752,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-10-01
2000,11,4.76032749392465,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-11-01
2000,12,2.010278157926036,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2000-12-01
2001,1,3.4772815569094138,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-01-01
2001,2,4.3505465936601695,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-02-01
2001,3,5.054205751540837,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-03-01
2001,4,7.124090493901663,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-04-01
2001,5,5.15422818389697,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-05-01
2001,6,5.1562956942581435,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-06-01
2001,7,5.158499320516908,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-07-01
2001,8,4.2809285539011785,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-08-01
2001,9,1.532497632672256,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-09-01
2001,10,4.1337698973682535,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-10-01
2001,11,0.02190055754371098,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-11-01
2001,12,2.753598773260495,nan,nan,nan,Area (10^6 km^2),Monthly North Pacific High Area,nan,nan,nan,1.0,2001-12-01
