year,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order,time
1987,106.0,0.0,106.0,106.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1987
1988,155.0,0.0,155.0,155.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1988
1989,96.0,0.0,96.0,96.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1989
1990,82.0,0.0,82.0,82.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1990
1991,99.0,0.0,99.0,99.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1991
1992,120.0,0.0,120.0,120.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1992
1993,166.0,0.0,166.0,166.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1993
1994,115.0,0.0,115.0,115.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1994
1995,100.0,0.0,100.0,100.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1995
1996,142.0,0.0,142.0,142.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1996
1997,126.0,0.0,126.0,126.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1997
1998,83.0,0.0,83.0,83.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1998
1999,89.0,0.0,89.0,89.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,1999
2000,134.0,0.0,134.0,134.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2000
2001,120.0,0.0,120.0,120.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2001
2002,106.0,0.0,106.0,106.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2002
2003,117.0,0.0,117.0,117.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2003
2004,112.0,0.0,112.0,112.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2004
2005,142.0,0.0,142.0,142.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2005
2006,109.0,0.0,109.0,109.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2006
2007,117.0,0.0,117.0,117.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2007
2008,88.0,0.0,88.0,88.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2008
2009,83.0,0.0,83.0,83.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2009
2010,154.0,0.0,154.0,154.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2010
2011,118.0,0.0,118.0,118.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2011
2012,124.0,0.0,124.0,124.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2012
2013,100.0,0.0,100.0,100.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2013
2014,130.0,0.0,130.0,130.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2014
2015,103.0,0.0,103.0,103.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2015
2016,114.0,0.0,114.0,114.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2016
2017,123.0,0.0,123.0,123.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2017
2018,108.0,0.0,108.0,108.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2018
2019,108.0,0.0,108.0,108.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2019
2020,138.0,0.0,138.0,138.0,STI (yearday),Spring Transition Index @ 45N,45.0,0.0,0.0,5.0,2020
1967,87.0,0.0,87.0,87.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1967
1968,87.0,0.0,87.0,87.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1968
1969,117.0,0.0,117.0,117.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1969
1970,75.0,0.0,75.0,75.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1970
1971,103.0,0.0,103.0,103.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1971
1972,103.0,0.0,103.0,103.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1972
1973,80.0,0.0,80.0,80.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1973
1974,98.0,0.0,98.0,98.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1974
1975,81.0,0.0,81.0,81.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1975
1976,101.0,0.0,101.0,101.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1976
1977,71.0,0.0,71.0,71.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1977
1978,96.0,0.0,96.0,96.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1978
1979,103.0,0.0,103.0,103.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1979
1980,110.0,0.0,110.0,110.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1980
1981,174.0,0.0,174.0,174.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1981
1982,107.0,0.0,107.0,107.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1982
1983,93.0,0.0,93.0,93.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1983
1984,146.0,0.0,146.0,146.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1984
1985,123.0,0.0,123.0,123.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1985
1986,148.0,0.0,148.0,148.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1986
1987,124.0,0.0,124.0,124.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1987
1988,155.0,0.0,155.0,155.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1988
1989,96.0,0.0,96.0,96.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1989
1990,159.0,0.0,159.0,159.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1990
1991,99.0,0.0,99.0,99.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1991
1992,117.0,0.0,117.0,117.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1992
1993,161.0,0.0,161.0,161.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1993
1994,166.0,0.0,166.0,166.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1994
1995,100.0,0.0,100.0,100.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1995
1996,142.0,0.0,142.0,142.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1996
1997,155.0,0.0,155.0,155.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1997
1998,83.0,0.0,83.0,83.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1998
1999,109.0,0.0,109.0,109.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,1999
2000,166.0,0.0,166.0,166.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2000
2001,120.0,0.0,120.0,120.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2001
2002,106.0,0.0,106.0,106.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2002
2003,115.0,0.0,115.0,115.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2003
2004,112.0,0.0,112.0,112.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2004
2005,143.0,0.0,143.0,143.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2005
2006,109.0,0.0,109.0,109.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2006
2007,117.0,0.0,117.0,117.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2007
2008,88.0,0.0,88.0,88.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2008
2009,83.0,0.0,83.0,83.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2009
2010,97.0,0.0,97.0,97.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2010
2011,133.0,0.0,133.0,133.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2011
2012,121.0,0.0,121.0,121.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2012
2013,100.0,0.0,100.0,100.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2013
2014,139.0,0.0,139.0,139.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2014
2015,120.0,0.0,120.0,120.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2015
2016,114.0,0.0,114.0,114.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2016
2017,170.0,0.0,170.0,170.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2017
2018,105.0,0.0,105.0,105.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2018
2019,112.0,0.0,112.0,112.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2019
2020,168.0,0.0,168.0,168.0,STI (yearday),Spring Transition Index @ 48N,48.0,0.0,0.0,6.0,2020
